asvLen	totReads	numSamps
ASV.1	325	99324	4
ASV.2	325	24443	4
ASV.3	328	8369	4
ASV.4	328	4186	4
ASV.9	328	1572	3
ASV.10	325	1451	4
ASV.11	148	1282	4
ASV.13	118	1067	4
ASV.14	322	704	4
ASV.15	153	661	3
ASV.17	109	611	4
ASV.19	66	476	4
ASV.20	322	435	4
ASV.22	21	360	4
ASV.23	91	268	3
ASV.24	109	244	3
ASV.25	164	224	3
ASV.26	262	203	3
ASV.27	262	196	3
ASV.29	255	183	2
ASV.30	146	173	3
ASV.31	149	168	4
ASV.33	93	160	4
ASV.34	153	146	1
ASV.35	109	132	4
ASV.36	164	115	2
ASV.37	328	113	1
ASV.38	76	113	4
ASV.40	138	100	4
ASV.41	80	99	4
ASV.42	104	97	1
ASV.43	255	97	1
ASV.45	42	94	4
ASV.46	426	94	2
ASV.47	121	78	4
ASV.48	91	69	3
ASV.49	199	68	3
ASV.50	119	68	3
ASV.51	80	68	3
ASV.52	328	64	1
ASV.53	54	61	2
ASV.54	91	60	3
ASV.55	137	58	2
ASV.56	328	57	1
ASV.57	54	57	4
ASV.58	296	56	1
ASV.59	76	55	3
ASV.60	123	53	4
ASV.61	64	53	3
ASV.62	322	50	1
ASV.63	91	49	1
ASV.64	282	48	1
ASV.65	137	47	3
ASV.66	54	45	3
ASV.67	203	45	1
ASV.68	65	43	3
ASV.69	56	42	3
ASV.71	76	42	3
ASV.72	196	42	3
ASV.74	377	41	1
ASV.75	78	37	1
ASV.77	328	36	1
ASV.78	58	35	3
ASV.79	52	34	1
ASV.80	59	34	2
ASV.81	70	34	3
ASV.82	37	33	4
ASV.83	113	30	4
ASV.84	126	30	3
ASV.85	183	30	2
ASV.86	181	29	1
ASV.87	145	28	1
ASV.88	151	28	3
ASV.89	61	28	3
ASV.90	146	27	1
ASV.91	338	26	1
ASV.92	328	24	1
ASV.93	164	23	1
ASV.94	386	23	1
ASV.95	310	22	2
ASV.96	56	22	2
ASV.97	198	22	1
ASV.98	192	22	1
ASV.99	112	21	3
ASV.100	150	20	1
ASV.101	166	20	1
ASV.102	110	20	1
ASV.103	28	20	2
ASV.104	80	20	1
ASV.105	325	20	1
ASV.106	167	19	1
ASV.107	83	19	1
ASV.108	87	19	2
ASV.109	94	19	2
ASV.110	181	19	1
ASV.111	91	19	2
ASV.112	129	19	1
ASV.113	93	18	3
ASV.114	100	18	2
ASV.115	49	18	1
ASV.116	253	17	1
ASV.117	158	17	1
ASV.118	187	17	1
ASV.119	150	17	2
