#Source	Type	SizeFrac	SampName
RawFastqs/SRR12433000_R2.fastq.gz	DNA	Frac_0.2	SRR12433000
RawFastqs/SRR12433001_R1.fastq.gz	DNA	Frac_0.2	SRR12433001
RawFastqs/SRR12433001_R2.fastq.gz	DNA	Frac_0.2	SRR12433001
RawFastqs/SRR12433002_R1.fastq.gz	DNA	Frac_0.2	SRR12433002
RawFastqs/SRR12433002_R2.fastq.gz	DNA	Frac_0.2	SRR12433002
RawFastqs/SRR12433003_R1.fastq.gz	DNA	Frac_0.2	SRR12433003
RawFastqs/SRR12433003_R2.fastq.gz	DNA	Frac_0.2	SRR12433003
RawFastqs/SRR12433004_R1.fastq.gz	DNA	Frac_0.2	SRR12433004
RawFastqs/SRR12433004_R2.fastq.gz	DNA	Frac_0.2	SRR12433004
RawFastqs/SRR12433005_R1.fastq.gz	DNA	Frac_0.2	SRR12433005
RawFastqs/SRR12433005_R2.fastq.gz	DNA	Frac_0.2	SRR12433005
RawFastqs/SRR12433006_R1.fastq.gz	DNA	Frac_0.2	SRR12433006
RawFastqs/SRR12433006_R2.fastq.gz	DNA	Frac_0.2	SRR12433006
RawFastqs/SRR12433007_R1.fastq.gz	DNA	Frac_0.2	SRR12433007
RawFastqs/SRR12433007_R2.fastq.gz	DNA	Frac_0.2	SRR12433007
RawFastqs/SRR12433008_R1.fastq.gz	DNA	Frac_0.2	SRR12433008
RawFastqs/SRR12433008_R2.fastq.gz	DNA	Frac_0.2	SRR12433008
RawFastqs/SRR12433009_R1.fastq.gz	DNA	Frac_0.2	SRR12433009
RawFastqs/SRR12433009_R2.fastq.gz	DNA	Frac_0.2	SRR12433009
RawFastqs/SRR12726924_R1.fastq.gz	DNA	Frac_0.2	SRR12726924
RawFastqs/SRR12726924_R2.fastq.gz	DNA	Frac_0.2	SRR12726924
RawFastqs/SRR12726925_R1.fastq.gz	DNA	Frac_0.2	SRR12726925
RawFastqs/SRR12726925_R2.fastq.gz	DNA	Frac_0.2	SRR12726925
RawFastqs/SRR12726926_R1.fastq.gz	DNA	Frac_0.2	SRR12726926
RawFastqs/SRR12726926_R2.fastq.gz	DNA	Frac_0.2	SRR12726926
RawFastqs/SRR12726927_R1.fastq.gz	DNA	Frac_0.2	SRR12726927
RawFastqs/SRR12726927_R2.fastq.gz	DNA	Frac_0.2	SRR12726927
RawFastqs/SRR12726928_R1.fastq.gz	DNA	Frac_0.2	SRR12726928
RawFastqs/SRR12726928_R2.fastq.gz	DNA	Frac_0.2	SRR12726928
RawFastqs/SRR12726929_R1.fastq.gz	DNA	Frac_0.2	SRR12726929
RawFastqs/SRR12726929_R2.fastq.gz	DNA	Frac_0.2	SRR12726929
RawFastqs/SRR12726930_R1.fastq.gz	DNA	Frac_0.2	SRR12726930
RawFastqs/SRR12726930_R2.fastq.gz	DNA	Frac_0.2	SRR12726930
RawFastqs/SRR12726931_R1.fastq.gz	DNA	Frac_0.2	SRR12726931
RawFastqs/SRR12726931_R2.fastq.gz	DNA	Frac_0.2	SRR12726931
RawFastqs/SRR12726932_R1.fastq.gz	DNA	Frac_0.2	SRR12726932
RawFastqs/SRR12726932_R2.fastq.gz	DNA	Frac_0.2	SRR12726932
RawFastqs/SRR12726933_R1.fastq.gz	DNA	Frac_0.2	SRR12726933
RawFastqs/SRR12726933_R2.fastq.gz	DNA	Frac_0.2	SRR12726933
RawFastqs/SRR12726934_R1.fastq.gz	DNA	Frac_0.2	SRR12726934
RawFastqs/SRR12726934_R2.fastq.gz	DNA	Frac_0.2	SRR12726934
RawFastqs/SRR12726935_R1.fastq.gz	DNA	Frac_0.2	SRR12726935
RawFastqs/SRR12726935_R2.fastq.gz	DNA	Frac_0.2	SRR12726935
RawFastqs/SRR12726936_R1.fastq.gz	DNA	Frac_0.2	SRR12726936
RawFastqs/SRR12726936_R2.fastq.gz	DNA	Frac_0.2	SRR12726936
RawFastqs/SRR12726937_R1.fastq.gz	DNA	Frac_0.2	SRR12726937
RawFastqs/SRR12726937_R2.fastq.gz	DNA	Frac_0.2	SRR12726937
RawFastqs/SRR12726938_R1.fastq.gz	DNA	Frac_0.2	SRR12726938
RawFastqs/SRR12726938_R2.fastq.gz	DNA	Frac_0.2	SRR12726938
RawFastqs/SRR12726939_R1.fastq.gz	DNA	Frac_0.2	SRR12726939
RawFastqs/SRR12726939_R2.fastq.gz	DNA	Frac_0.2	SRR12726939
RawFastqs/SRR12726940_R1.fastq.gz	DNA	Frac_0.2	SRR12726940
RawFastqs/SRR12726940_R2.fastq.gz	DNA	Frac_0.2	SRR12726940
RawFastqs/SRR12726941_R1.fastq.gz	DNA	Frac_0.2	SRR12726941
RawFastqs/SRR12726941_R2.fastq.gz	DNA	Frac_0.2	SRR12726941
RawFastqs/SRR12726942_R1.fastq.gz	DNA	Frac_0.2	SRR12726942
RawFastqs/SRR12726942_R2.fastq.gz	DNA	Frac_0.2	SRR12726942
RawFastqs/SRR12726943_R1.fastq.gz	DNA	Frac_0.2	SRR12726943
RawFastqs/SRR12726943_R2.fastq.gz	DNA	Frac_0.2	SRR12726943
RawFastqs/SRR12726944_R1.fastq.gz	DNA	Frac_0.2	SRR12726944
RawFastqs/SRR12726944_R2.fastq.gz	DNA	Frac_0.2	SRR12726944
RawFastqs/SRR12726945_R1.fastq.gz	DNA	Frac_0.2	SRR12726945
RawFastqs/SRR12726945_R2.fastq.gz	DNA	Frac_0.2	SRR12726945
RawFastqs/SRR12726946_R1.fastq.gz	DNA	Frac_0.2	SRR12726946
RawFastqs/SRR12726946_R2.fastq.gz	DNA	Frac_0.2	SRR12726946
RawFastqs/SRR12726947_R1.fastq.gz	DNA	Frac_0.2	SRR12726947
RawFastqs/SRR12726947_R2.fastq.gz	DNA	Frac_0.2	SRR12726947
RawFastqs/SRR12726948_R1.fastq.gz	DNA	Frac_0.2	SRR12726948
RawFastqs/SRR12726948_R2.fastq.gz	DNA	Frac_0.2	SRR12726948
RawFastqs/SRR12726949_R1.fastq.gz	DNA	Frac_0.2	SRR12726949
RawFastqs/SRR12726949_R2.fastq.gz	DNA	Frac_0.2	SRR12726949
RawFastqs/SRR12726950_R1.fastq.gz	DNA	Frac_0.2	SRR12726950
RawFastqs/SRR12726950_R2.fastq.gz	DNA	Frac_0.2	SRR12726950
RawFastqs/SRR12726951_R1.fastq.gz	DNA	Frac_0.2	SRR12726951
RawFastqs/SRR12726951_R2.fastq.gz	DNA	Frac_0.2	SRR12726951
