asvLen	totReads	numSamps
ASV.1146	194	24	2
ASV.1147	109	24	1
ASV.1148	70	24	3
ASV.1149	93	24	3
ASV.1150	139	24	2
ASV.1152	46	24	1
ASV.1155	74	24	1
ASV.1156	298	24	1
ASV.1157	79	24	1
ASV.1158	85	24	3
ASV.1159	40	24	1
ASV.1160	150	24	1
ASV.1161	104	24	1
ASV.1162	169	24	1
ASV.1164	328	24	1
ASV.1166	328	23	1
ASV.1167	50	23	3
ASV.1169	288	23	1
ASV.1170	68	23	3
ASV.1171	237	23	1
ASV.1172	42	23	2
ASV.1175	267	23	1
ASV.1176	83	23	1
ASV.1177	272	23	1
ASV.1178	166	23	1
ASV.1179	340	23	1
ASV.1180	190	23	1
ASV.1183	328	23	1
ASV.1184	284	23	1
ASV.1185	161	23	1
ASV.1186	386	23	1
ASV.1187	142	23	1
ASV.1188	201	23	1
ASV.1189	137	23	1
ASV.1190	40	22	1
ASV.1192	181	22	1
ASV.1193	139	22	1
ASV.1195	328	22	1
ASV.1196	76	22	1
ASV.1198	266	22	1
ASV.1199	73	22	1
ASV.1200	129	22	1
ASV.1202	72	22	2
ASV.1206	64	22	1
ASV.1207	146	22	1
ASV.1208	158	22	1
ASV.1210	116	22	1
ASV.1211	194	22	1
ASV.1212	211	22	1
ASV.1213	214	22	1
ASV.1214	72	21	1
ASV.1215	89	21	3
ASV.1216	74	21	1
ASV.1218	79	21	1
ASV.1219	100	21	2
ASV.1220	119	21	1
ASV.1222	44	21	1
ASV.1223	69	21	1
ASV.1224	211	21	1
ASV.1225	173	21	1
ASV.1227	187	21	1
ASV.1228	64	21	1
ASV.1229	132	21	2
ASV.1230	61	21	3
ASV.1231	168	21	3
ASV.1232	204	21	2
ASV.1233	54	21	2
ASV.1234	43	21	2
ASV.1236	152	21	1
ASV.1237	42	21	2
ASV.1238	192	21	1
ASV.1240	82	21	1
ASV.1244	70	20	1
ASV.1245	181	20	1
ASV.1246	185	20	1
ASV.1247	40	20	3
ASV.1248	174	20	1
ASV.1249	103	20	3
ASV.1250	267	20	1
ASV.1251	83	20	1
ASV.1252	98	20	1
ASV.1253	52	20	2
ASV.1254	149	20	1
ASV.1255	206	20	1
ASV.1256	47	20	3
ASV.1258	46	20	1
ASV.1259	378	20	1
ASV.1260	190	20	1
ASV.1261	139	20	1
ASV.1262	49	20	1
ASV.1263	202	20	1
ASV.1264	190	20	1
ASV.1265	42	20	1
ASV.1266	37	20	1
ASV.1268	62	20	1
ASV.1269	69	20	1
ASV.1270	44	19	2
ASV.1272	73	19	1
ASV.1273	100	19	2
ASV.1274	220	19	1
ASV.1275	54	19	2
ASV.1277	94	19	1
ASV.1278	91	19	1
ASV.1279	115	19	1
ASV.1280	64	19	1
ASV.1281	46	19	1
ASV.1282	212	19	1
ASV.1283	161	19	1
ASV.1285	100	19	1
ASV.1286	150	19	1
ASV.1288	66	19	1
ASV.1290	249	19	1
ASV.1291	36	19	3
ASV.1292	202	19	1
ASV.1293	67	19	3
ASV.1294	328	19	1
ASV.1295	337	19	1
ASV.1300	328	19	1
ASV.1301	328	19	1
ASV.1302	194	19	1
ASV.1303	76	19	1
ASV.1307	132	18	1
ASV.1308	296	18	1
ASV.1309	133	18	1
ASV.1310	102	18	2
ASV.1311	203	18	1
ASV.1312	177	18	3
ASV.1313	96	18	2
ASV.1314	171	18	1
ASV.1315	50	18	1
ASV.1316	135	18	1
ASV.1317	132	18	1
ASV.1318	47	18	2
ASV.1319	72	18	2
ASV.1320	72	18	2
ASV.1321	121	18	1
ASV.1322	67	18	1
ASV.1323	68	18	2
ASV.1324	221	18	1
ASV.1325	38	18	1
ASV.1326	259	18	1
ASV.1327	174	18	1
ASV.1329	75	18	1
ASV.1330	53	18	1
ASV.1331	160	18	1
ASV.1332	145	18	1
ASV.1334	92	18	1
ASV.1335	123	18	1
ASV.1337	257	18	1
ASV.1338	100	18	1
ASV.1339	109	18	1
ASV.1340	328	18	1
ASV.1341	112	18	1
ASV.1342	62	18	1
ASV.1343	87	18	1
ASV.1344	62	17	1
ASV.1345	52	17	2
ASV.1346	328	17	1
ASV.1347	66	17	1
ASV.1348	145	17	1
ASV.1349	116	17	3
ASV.1350	328	17	1
ASV.1351	149	17	1
ASV.1352	45	17	1
ASV.1353	218	17	1
ASV.1354	160	17	1
ASV.1355	135	17	1
ASV.1356	116	17	1
ASV.1357	215	17	1
ASV.1358	148	17	1
ASV.1360	162	17	1
ASV.1361	59	17	1
ASV.1363	80	17	1
ASV.1365	118	17	1
ASV.1366	108	17	1
ASV.1367	69	17	1
ASV.1368	197	17	1
ASV.1369	287	17	1
ASV.1370	111	17	1
ASV.1371	46	17	2
ASV.1374	292	17	1
ASV.1375	303	17	1
ASV.1376	295	17	1
ASV.1377	93	17	1
ASV.1378	190	17	1
ASV.1379	54	17	1
ASV.1385	97	17	2
ASV.1386	128	17	1
ASV.1387	53	17	1
ASV.1388	41	17	1
