asvLen	totReads	numSamps
ASV.1	325	33047	5
ASV.2	325	32226	10
ASV.3	325	31396	6
ASV.4	325	15877	6
ASV.5	325	14837	3
ASV.6	325	13993	4
ASV.7	325	9309	2
ASV.8	325	9184	4
ASV.9	325	8249	2
ASV.10	328	6154	5
ASV.11	325	5707	2
ASV.12	325	3886	1
ASV.13	325	3799	6
ASV.14	328	3783	2
ASV.15	325	3765	3
ASV.16	325	3352	6
ASV.17	325	3293	1
ASV.18	325	2631	3
ASV.19	328	2277	1
ASV.20	325	2276	3
ASV.21	325	2250	2
ASV.22	325	2242	3
ASV.23	328	2115	6
ASV.24	325	1797	3
ASV.25	325	1775	2
ASV.26	325	1738	5
ASV.27	325	1574	1
ASV.28	325	1463	3
ASV.29	325	1321	3
ASV.30	325	1285	1
ASV.31	325	1147	1
ASV.32	325	1098	2
ASV.33	325	1030	4
ASV.34	325	891	1
ASV.35	328	872	3
ASV.36	328	803	3
ASV.37	328	799	2
ASV.38	328	784	2
ASV.39	325	758	1
ASV.41	325	713	4
ASV.42	325	668	2
ASV.43	325	589	1
ASV.44	325	540	1
ASV.46	325	494	1
ASV.47	325	475	1
ASV.48	325	456	2
ASV.49	325	420	1
ASV.50	325	415	1
ASV.51	325	412	1
ASV.52	325	389	2
ASV.55	325	331	1
ASV.56	325	298	1
ASV.58	325	275	1
ASV.61	325	240	1
ASV.63	325	208	1
ASV.64	325	203	1
ASV.65	328	201	2
ASV.67	325	185	1
ASV.69	328	179	1
ASV.70	325	176	1
ASV.75	325	155	1
ASV.76	325	144	1
ASV.77	328	144	1
ASV.78	325	131	1
ASV.79	325	125	2
ASV.81	328	121	1
ASV.83	328	117	1
ASV.85	325	109	1
ASV.86	328	107	1
ASV.88	328	102	1
ASV.90	321	96	1
ASV.91	325	95	1
ASV.95	325	86	1
ASV.97	325	78	1
ASV.98	325	76	1
ASV.101	324	73	1
ASV.105	328	67	1
ASV.107	325	65	1
ASV.113	325	60	1
ASV.133	328	46	1
ASV.140	325	42	1
ASV.141	328	42	1
ASV.158	328	26	1
ASV.161	304	25	1
ASV.164	328	24	1
ASV.165	328	24	1
ASV.172	328	18	1
ASV.180	325	15	1
ASV.181	325	15	1
ASV.187	325	14	1
ASV.200	325	12	1
ASV.204	328	10	1
ASV.207	288	9	1
ASV.214	328	7	1
ASV.218	325	7	1
ASV.221	303	6	2
ASV.236	325	4	1
