asvLen	totReads	numSamps
ASV.1	325	66766	6
ASV.2	325	55337	5
ASV.3	325	14929	3
ASV.4	66	3841	7
ASV.5	325	3291	1
ASV.6	328	3231	1
ASV.7	121	3078	3
ASV.8	82	2667	1
ASV.9	148	2639	5
ASV.10	325	2489	1
ASV.11	121	2403	4
ASV.12	87	2096	3
ASV.13	54	1848	7
ASV.14	164	1651	3
ASV.15	112	1620	6
ASV.16	109	1207	7
ASV.17	55	1141	2
ASV.20	21	893	7
ASV.22	66	807	3
ASV.23	93	788	7
ASV.24	82	783	1
ASV.25	149	753	6
ASV.26	214	742	2
ASV.27	65	730	6
ASV.28	316	667	2
ASV.30	109	605	5
ASV.31	153	560	4
ASV.32	322	558	3
ASV.33	282	554	3
ASV.34	42	533	5
ASV.35	66	491	1
ASV.36	65	477	1
ASV.37	76	464	7
ASV.38	121	462	3
ASV.39	69	455	2
ASV.41	164	393	2
ASV.42	196	382	2
ASV.43	109	379	6
ASV.44	209	370	3
ASV.45	325	364	1
ASV.47	83	341	1
ASV.48	28	338	3
ASV.49	82	333	1
ASV.50	247	324	3
ASV.51	41	322	5
ASV.52	40	302	1
ASV.53	149	286	3
ASV.54	246	283	3
ASV.55	322	281	3
ASV.56	215	269	2
ASV.57	193	268	2
ASV.58	24	264	6
ASV.59	174	257	1
ASV.60	82	256	1
ASV.61	386	245	3
ASV.62	109	242	3
ASV.63	105	242	1
ASV.64	328	238	3
ASV.65	322	231	1
ASV.66	100	227	1
ASV.68	118	215	3
ASV.72	34	195	4
ASV.73	153	194	1
ASV.75	43	191	2
ASV.76	164	187	2
ASV.77	20	185	5
ASV.78	82	185	1
ASV.79	133	180	1
ASV.80	32	177	2
ASV.82	235	175	3
ASV.84	253	169	1
ASV.85	164	169	2
ASV.86	121	168	4
ASV.87	282	167	2
ASV.88	290	167	2
ASV.89	322	165	2
ASV.90	174	163	1
ASV.91	70	163	1
ASV.92	59	162	1
ASV.93	173	158	3
ASV.95	80	154	1
ASV.96	299	151	2
ASV.97	262	151	2
ASV.98	207	151	1
ASV.99	40	150	4
ASV.100	83	145	1
ASV.101	167	142	3
ASV.102	351	133	1
ASV.103	209	132	1
ASV.104	94	132	2
ASV.105	59	131	5
ASV.106	87	130	2
ASV.107	139	127	5
ASV.108	52	124	4
ASV.109	259	123	3
ASV.110	40	123	3
ASV.111	94	123	1
ASV.112	316	123	1
ASV.113	178	122	3
ASV.114	263	113	3
ASV.115	275	113	1
ASV.116	181	113	1
ASV.117	91	112	4
ASV.118	123	112	5
ASV.119	45	111	2
ASV.121	348	110	2
ASV.123	282	109	2
ASV.125	61	107	3
ASV.126	282	107	1
ASV.127	89	107	4
ASV.128	356	107	1
ASV.129	82	107	1
ASV.130	202	104	3
ASV.131	70	104	2
ASV.132	75	103	3
ASV.133	59	102	3
ASV.135	126	98	2
ASV.137	395	96	1
ASV.138	328	96	1
ASV.139	106	94	1
ASV.140	322	94	1
ASV.141	83	93	3
ASV.142	256	93	1
ASV.143	106	91	4
ASV.144	256	90	1
ASV.145	91	90	3
ASV.146	206	89	1
ASV.147	129	88	1
ASV.148	185	88	1
ASV.149	244	87	1
ASV.150	113	86	4
ASV.151	138	85	3
ASV.152	80	85	4
ASV.153	75	84	3
ASV.154	118	83	3
ASV.155	317	83	2
ASV.156	55	83	1
ASV.157	172	83	1
ASV.158	164	81	1
ASV.159	83	81	1
ASV.160	172	80	1
ASV.161	131	79	2
ASV.163	375	79	2
