asvLen	totReads	numSamps
ASV.1	325	43154	3
ASV.2	325	41578	3
ASV.3	328	5152	3
ASV.4	328	3685	3
ASV.5	328	3367	2
ASV.10	325	1084	3
ASV.11	322	902	3
ASV.12	328	877	3
ASV.13	21	769	3
ASV.14	153	704	3
ASV.15	118	684	3
ASV.16	109	625	3
ASV.17	109	593	3
ASV.18	42	579	3
ASV.20	322	503	3
ASV.21	282	452	3
ASV.22	66	422	3
ASV.23	153	387	3
ASV.25	93	358	3
ASV.27	109	316	3
ASV.28	164	234	3
ASV.30	322	191	2
ASV.31	148	169	3
ASV.32	164	157	3
ASV.33	80	140	3
ASV.34	109	139	3
ASV.35	255	137	2
ASV.36	328	132	1
ASV.37	137	127	3
ASV.38	76	113	3
ASV.39	91	108	3
ASV.40	149	99	3
ASV.41	328	95	1
ASV.44	426	87	1
ASV.46	54	76	3
ASV.47	325	73	1
ASV.48	426	72	1
ASV.49	131	66	3
ASV.50	137	61	3
ASV.51	340	46	1
ASV.52	93	45	1
ASV.53	91	45	1
ASV.54	196	43	3
ASV.55	255	43	1
ASV.56	121	42	3
ASV.57	119	41	3
ASV.58	115	38	1
ASV.59	113	38	3
ASV.60	91	38	1
ASV.61	202	37	2
ASV.63	91	36	1
ASV.64	64	34	2
ASV.66	43	33	3
ASV.67	76	30	3
ASV.68	91	30	2
ASV.69	322	30	1
ASV.70	138	28	3
ASV.72	54	27	3
ASV.73	38	27	1
ASV.74	262	26	2
ASV.75	70	25	3
ASV.76	65	25	2
ASV.77	31	25	2
ASV.78	86	24	1
ASV.79	111	24	1
ASV.80	34	22	2
ASV.81	89	21	3
ASV.83	52	19	2
ASV.84	40	17	2
ASV.85	100	17	2
ASV.86	198	17	1
ASV.87	32	17	1
ASV.88	28	16	2
ASV.89	52	16	1
ASV.90	59	16	3
ASV.91	27	15	2
ASV.92	262	14	1
ASV.93	21	14	1
ASV.94	20	14	1
ASV.95	37	13	2
ASV.96	328	13	1
ASV.97	103	13	2
ASV.98	186	13	1
ASV.99	93	13	2
ASV.100	40	13	1
ASV.101	91	13	2
ASV.102	56	13	2
ASV.103	60	12	2
ASV.104	89	12	1
ASV.105	21	12	1
ASV.107	131	12	1
ASV.108	150	12	1
ASV.109	130	12	2
ASV.110	76	12	2
ASV.111	55	12	2
ASV.112	107	12	1
ASV.113	100	12	1
ASV.114	62	12	1
ASV.115	174	11	1
ASV.116	68	11	1
ASV.117	32	11	1
ASV.118	164	10	1
ASV.119	76	10	2
ASV.120	24	10	2
ASV.121	34	10	2
ASV.122	87	10	1
ASV.124	165	10	2
ASV.125	123	10	1
ASV.126	75	10	2
ASV.127	149	10	1
ASV.128	88	9	1
ASV.129	50	9	2
ASV.130	104	9	2
ASV.131	123	9	2
ASV.132	149	9	1
ASV.133	83	9	1
ASV.134	60	9	1
ASV.135	145	8	1
ASV.136	28	8	1
ASV.137	131	8	1
ASV.138	61	8	2
ASV.139	58	8	2
ASV.140	73	8	2
ASV.141	58	8	2
ASV.142	34	8	1
ASV.143	32	8	1
ASV.144	80	8	1
ASV.145	75	8	1
ASV.146	88	8	1
ASV.147	52	8	1
ASV.148	88	8	1
ASV.149	63	8	2
ASV.150	80	8	2
ASV.151	82	8	2
ASV.152	71	8	1
ASV.153	173	8	1
ASV.154	126	7	1
ASV.155	142	7	1
ASV.156	78	7	2
ASV.157	77	7	2
ASV.158	124	7	1
ASV.159	89	7	1
ASV.160	59	7	1
ASV.161	42	7	1
ASV.162	131	7	1
ASV.163	126	7	2
ASV.164	122	7	1
ASV.165	48	7	1
ASV.166	111	7	1
ASV.168	118	7	1
ASV.169	40	7	1
ASV.170	88	7	1
ASV.171	140	6	1
ASV.172	67	6	1
ASV.173	53	6	1
ASV.174	49	6	1
ASV.175	139	6	2
ASV.176	113	6	1
ASV.177	88	6	2
ASV.178	62	6	1
ASV.179	67	6	1
ASV.180	82	6	1
ASV.181	89	6	1
ASV.182	158	6	1
ASV.183	133	6	1
ASV.184	43	6	1
ASV.186	64	6	2
ASV.187	111	6	1
ASV.188	92	6	2
ASV.189	57	6	1
ASV.190	42	6	1
ASV.191	272	6	1
ASV.192	59	6	1
ASV.193	109	6	1
ASV.194	134	6	1
ASV.195	96	6	1
ASV.197	195	5	1
ASV.200	50	5	1
ASV.201	87	5	1
ASV.202	61	5	1
ASV.203	43	5	1
ASV.204	98	5	1
ASV.205	106	5	1
ASV.207	75	5	1
ASV.208	141	5	1
ASV.209	127	5	1
ASV.210	115	5	1
ASV.211	87	5	1
ASV.212	62	5	1
ASV.213	65	5	1
ASV.214	131	5	1
ASV.215	65	5	1
ASV.216	51	5	1
ASV.217	73	5	1
ASV.218	93	5	1
ASV.220	142	4	1
ASV.221	100	4	1
ASV.223	43	4	2
ASV.224	55	4	1
ASV.225	150	4	1
ASV.226	134	4	1
ASV.227	147	4	1
ASV.228	79	4	1
ASV.229	31	4	1
ASV.230	82	4	1
ASV.231	138	4	1
ASV.232	41	4	1
ASV.233	126	4	1
ASV.234	93	4	1
ASV.235	60	4	1
ASV.236	101	4	1
ASV.237	117	4	1
ASV.238	43	4	1
ASV.239	124	4	1
ASV.240	41	4	1
ASV.241	49	4	1
ASV.242	51	4	1
