asvLen	totReads	numSamps
ASV.1	325	98221	3
ASV.2	325	12209	3
ASV.3	328	6144	3
ASV.4	325	3828	1
ASV.5	328	3590	3
ASV.8	328	1658	1
ASV.11	328	1070	3
ASV.12	148	1065	3
ASV.13	118	702	3
ASV.14	109	686	3
ASV.15	322	597	1
ASV.16	262	493	3
ASV.17	322	459	3
ASV.20	328	408	1
ASV.22	322	338	2
ASV.24	153	310	3
ASV.25	164	209	3
ASV.26	93	208	3
ASV.27	109	177	3
ASV.28	325	176	1
ASV.29	164	174	3
ASV.30	328	167	1
ASV.31	91	161	3
ASV.32	328	160	1
ASV.33	149	156	3
ASV.34	151	131	3
ASV.35	199	121	1
ASV.36	76	107	3
ASV.37	80	82	3
ASV.38	21	80	3
ASV.39	42	74	3
ASV.40	91	73	3
ASV.41	325	71	1
ASV.42	255	70	2
ASV.43	80	67	2
ASV.44	262	65	1
ASV.45	184	64	3
ASV.46	54	63	2
ASV.47	64	62	3
ASV.49	66	52	3
ASV.50	51	49	2
ASV.51	328	46	1
ASV.52	91	46	3
ASV.53	123	45	3
ASV.54	91	44	2
ASV.55	137	43	2
ASV.57	119	43	2
ASV.58	70	41	3
ASV.59	196	41	2
ASV.60	325	41	1
ASV.61	121	39	3
ASV.62	134	38	2
ASV.63	262	37	1
ASV.64	282	36	1
ASV.65	77	35	2
ASV.66	328	35	1
ASV.67	28	34	2
ASV.68	348	34	1
ASV.69	161	34	3
ASV.70	77	34	2
ASV.73	45	30	3
ASV.74	76	29	2
ASV.75	88	28	3
ASV.76	63	28	2
ASV.77	131	27	3
ASV.78	60	27	3
ASV.79	37	25	3
ASV.80	61	25	3
ASV.81	104	25	2
ASV.82	80	25	3
ASV.83	107	25	1
ASV.84	150	23	1
ASV.85	82	23	2
ASV.87	118	23	1
ASV.88	328	23	1
ASV.89	54	22	3
ASV.90	126	22	2
ASV.91	150	22	1
ASV.92	88	22	2
ASV.93	60	22	1
ASV.94	149	21	2
ASV.95	131	21	2
ASV.96	112	21	2
ASV.97	70	20	3
ASV.99	258	20	1
ASV.100	295	20	1
ASV.101	56	19	3
ASV.102	164	19	2
ASV.103	49	18	2
ASV.105	137	18	1
ASV.106	322	17	1
ASV.107	205	17	1
ASV.108	214	16	1
ASV.109	105	16	2
ASV.110	348	16	1
ASV.111	95	16	1
ASV.112	164	16	1
ASV.113	138	15	2
ASV.115	215	15	1
ASV.116	125	14	2
ASV.117	122	14	1
ASV.118	122	13	1
ASV.119	65	13	2
ASV.120	310	13	1
ASV.121	65	13	2
ASV.122	104	13	2
ASV.123	42	13	1
ASV.124	65	12	2
ASV.125	119	12	1
ASV.126	90	12	1
ASV.127	100	12	2
ASV.128	88	12	1
ASV.129	31	12	1
ASV.130	46	12	1
ASV.131	158	11	1
ASV.133	92	11	3
ASV.134	74	11	2
ASV.135	42	11	1
ASV.136	157	11	1
ASV.138	167	10	1
ASV.139	76	10	2
ASV.140	133	10	1
ASV.141	42	10	1
ASV.142	107	10	1
ASV.143	111	10	2
ASV.144	91	10	2
ASV.145	162	9	1
ASV.146	124	9	1
ASV.147	127	9	1
ASV.148	292	9	1
ASV.149	71	9	1
ASV.151	110	9	2
ASV.152	61	9	1
ASV.153	46	9	1
ASV.154	119	9	2
ASV.155	91	9	1
ASV.156	91	9	1
ASV.157	130	8	1
ASV.158	32	8	1
ASV.160	40	8	1
ASV.161	284	8	1
ASV.162	38	8	1
ASV.163	91	8	1
ASV.164	69	8	1
ASV.165	56	8	1
ASV.166	85	8	1
ASV.167	129	8	1
ASV.168	88	8	1
ASV.169	118	8	1
ASV.170	72	8	1
ASV.171	93	7	1
ASV.172	70	7	2
ASV.173	104	7	1
ASV.174	81	7	1
ASV.175	93	7	1
ASV.176	37	7	2
ASV.177	33	7	1
ASV.179	164	7	1
ASV.180	87	7	1
ASV.181	48	7	2
ASV.182	105	7	1
ASV.183	131	7	1
ASV.184	68	7	1
ASV.185	100	7	1
ASV.186	38	7	1
ASV.187	100	6	1
ASV.188	46	6	1
ASV.189	58	6	1
ASV.190	70	6	1
ASV.191	99	6	2
ASV.192	63	6	1
ASV.193	154	6	1
ASV.194	116	6	2
ASV.195	106	6	1
ASV.196	170	6	1
ASV.197	73	6	2
ASV.198	89	6	1
ASV.199	85	6	1
ASV.200	130	6	1
ASV.201	106	6	1
ASV.202	99	6	1
ASV.203	167	6	1
ASV.204	240	6	1
ASV.205	52	6	1
ASV.206	57	6	1
ASV.207	34	6	1
ASV.208	92	6	1
ASV.209	54	6	1
ASV.211	85	6	1
ASV.212	133	6	1
ASV.213	97	6	1
ASV.214	103	6	1
ASV.215	58	6	1
ASV.216	117	6	1
ASV.217	33	5	1
ASV.218	41	5	1
ASV.220	57	5	1
ASV.221	119	5	1
ASV.222	66	5	1
ASV.223	71	5	1
ASV.224	70	5	1
ASV.225	73	5	2
ASV.226	127	5	1
ASV.227	65	5	1
ASV.228	81	5	1
ASV.229	88	5	1
ASV.230	88	5	1
ASV.233	93	5	1
ASV.234	142	5	1
ASV.236	150	5	2
ASV.237	83	5	1
ASV.238	88	5	1
ASV.239	35	5	1
ASV.240	83	5	1
ASV.241	137	5	1
ASV.242	76	5	1
ASV.243	67	5	1
ASV.244	88	5	1
ASV.245	187	5	1
ASV.246	42	5	1
ASV.247	165	5	1
ASV.248	98	5	2
ASV.249	130	5	1
ASV.250	158	5	1
ASV.251	158	5	1
ASV.252	63	5	1
ASV.253	88	5	1
ASV.254	42	5	1
ASV.256	125	5	1
ASV.257	51	5	1
ASV.258	118	5	1
ASV.259	187	5	1
ASV.261	86	5	1
ASV.263	113	5	1
ASV.264	70	5	1
ASV.265	49	5	1
ASV.266	94	5	1
ASV.267	172	4	1
ASV.268	58	4	1
ASV.269	76	4	1
ASV.270	68	4	1
ASV.271	74	4	1
ASV.272	49	4	1
ASV.274	43	4	1
ASV.275	112	4	1
ASV.276	120	4	1
ASV.277	71	4	1
ASV.278	173	4	1
ASV.279	129	4	1
ASV.280	73	4	1
ASV.281	43	4	1
ASV.282	142	4	1
ASV.283	46	4	1
ASV.284	91	4	1
ASV.285	131	4	1
ASV.286	88	4	1
ASV.287	87	4	1
ASV.288	65	4	1
ASV.289	183	4	1
ASV.290	47	4	1
ASV.291	79	4	1
ASV.292	200	4	1
ASV.293	43	4	1
ASV.294	112	4	1
ASV.295	105	4	1
ASV.296	75	4	1
ASV.297	116	4	1
ASV.298	114	4	1
ASV.299	40	4	1
ASV.300	47	4	1
ASV.301	86	4	1
ASV.302	137	4	1
ASV.303	124	4	1
ASV.304	123	4	1
ASV.305	195	4	1
ASV.308	142	4	1
ASV.309	134	4	1
ASV.310	82	4	1
ASV.311	46	4	1
ASV.312	118	4	1
ASV.313	71	4	1
ASV.314	109	4	1
ASV.317	95	4	1
ASV.318	184	4	1
ASV.320	78	4	1
ASV.321	102	4	1
ASV.322	45	4	1
ASV.323	153	4	1
ASV.324	139	4	1
ASV.325	68	4	1
ASV.326	56	4	1
ASV.327	60	4	1
ASV.328	107	4	1
ASV.329	85	4	1
ASV.330	87	4	1
ASV.331	58	4	1
ASV.332	85	4	1
ASV.333	68	4	1
ASV.334	75	4	1
ASV.335	90	4	1
ASV.336	59	4	1
ASV.337	111	4	1
ASV.339	42	4	1
ASV.340	165	4	1
ASV.341	55	4	1
ASV.342	64	4	1
ASV.343	95	4	1
ASV.344	39	4	1
ASV.345	48	4	1
ASV.346	101	4	1
ASV.347	153	3	1
ASV.348	89	3	1
ASV.349	146	3	1
ASV.350	98	3	1
ASV.351	97	3	1
ASV.352	130	3	1
ASV.353	126	3	1
ASV.354	158	3	1
ASV.355	49	3	1
ASV.356	45	3	1
ASV.357	101	3	1
ASV.358	52	3	1
ASV.359	77	3	1
ASV.360	65	3	1
ASV.361	50	3	1
ASV.362	140	3	1
ASV.363	62	3	1
ASV.364	145	3	1
ASV.365	84	3	1
ASV.366	174	3	1
ASV.367	102	3	1
ASV.368	68	3	1
ASV.369	53	3	1
ASV.370	45	3	1
ASV.371	67	3	1
ASV.372	67	3	1
ASV.373	72	3	1
ASV.374	67	3	1
ASV.375	72	3	1
ASV.376	91	3	1
ASV.377	55	3	1
ASV.378	88	3	1
ASV.379	103	3	1
ASV.380	90	3	1
ASV.381	53	3	1
ASV.382	168	3	1
ASV.383	84	3	1
ASV.384	64	3	1
ASV.385	103	3	1
ASV.386	117	3	1
ASV.387	94	3	1
ASV.388	102	3	1
ASV.389	43	3	1
ASV.390	73	3	1
ASV.391	75	3	1
ASV.392	64	3	1
ASV.393	34	3	1
ASV.394	59	3	1
ASV.395	95	3	1
ASV.396	46	3	1
ASV.397	41	3	1
ASV.398	123	3	1
ASV.399	121	3	1
ASV.400	52	3	1
ASV.401	150	3	1
ASV.402	174	3	1
ASV.403	59	3	1
ASV.404	41	3	1
ASV.405	121	3	1
ASV.406	100	3	1
ASV.407	152	3	1
ASV.408	88	3	1
ASV.409	87	3	1
ASV.410	59	3	1
ASV.411	106	3	1
ASV.412	201	3	1
ASV.413	76	3	1
ASV.414	115	3	1
ASV.415	100	3	1
ASV.416	127	3	1
ASV.417	109	3	1
ASV.418	113	3	1
ASV.419	45	3	1
ASV.420	58	3	1
ASV.421	119	3	1
ASV.422	55	3	1
ASV.423	62	3	1
ASV.425	52	3	1
ASV.426	60	3	1
ASV.427	53	3	1
ASV.428	144	3	1
ASV.429	104	3	1
ASV.430	59	3	1
ASV.431	142	3	1
ASV.432	43	3	1
ASV.433	86	3	1
ASV.434	76	3	1
ASV.435	61	3	1
ASV.436	114	3	1
ASV.437	65	3	1
ASV.438	64	3	1
ASV.439	106	3	1
ASV.440	80	3	1
ASV.441	136	3	1
ASV.442	73	3	1
ASV.444	95	3	1
ASV.445	111	3	1
ASV.446	116	3	1
ASV.447	78	3	1
ASV.448	131	3	1
ASV.449	52	3	1
ASV.450	82	3	1
ASV.451	39	3	1
ASV.452	137	3	1
ASV.453	94	3	1
ASV.454	70	3	1
ASV.455	106	3	1
ASV.456	67	3	1
ASV.457	46	3	1
ASV.458	47	2	1
ASV.459	111	2	1
ASV.460	102	2	1
ASV.461	50	2	1
ASV.462	55	2	1
ASV.463	58	2	1
ASV.464	71	2	1
ASV.465	98	2	1
ASV.466	70	2	1
ASV.467	67	2	1
ASV.468	100	2	1
ASV.469	80	2	1
ASV.470	127	2	1
ASV.471	70	2	1
ASV.472	65	2	1
ASV.473	67	2	1
ASV.474	117	2	1
ASV.475	51	2	1
ASV.476	66	2	1
ASV.477	151	2	1
ASV.478	90	2	1
ASV.479	48	2	1
ASV.480	55	2	1
ASV.481	109	2	1
ASV.482	46	2	1
ASV.483	67	2	1
ASV.484	67	2	1
ASV.485	73	2	1
ASV.486	103	2	1
ASV.487	87	2	1
ASV.488	217	2	1
ASV.489	139	2	1
ASV.490	40	2	1
ASV.491	58	2	1
ASV.492	79	2	1
ASV.493	61	2	1
ASV.494	152	2	1
ASV.495	118	2	1
ASV.496	95	2	1
ASV.497	137	2	1
ASV.498	59	2	1
ASV.499	52	2	1
ASV.500	59	2	1
ASV.501	73	2	1
ASV.502	97	2	1
ASV.503	71	2	1
ASV.504	56	2	1
ASV.505	130	2	1
ASV.506	81	2	1
ASV.507	116	2	1
ASV.508	63	2	1
ASV.509	160	2	1
ASV.510	128	2	1
ASV.511	122	2	1
ASV.512	63	2	1
ASV.513	81	2	1
ASV.514	58	2	1
ASV.515	110	2	1
ASV.516	157	2	1
ASV.517	49	2	1
ASV.518	89	2	1
ASV.519	55	2	1
ASV.520	92	2	1
ASV.521	79	2	1
ASV.522	67	2	1
ASV.523	106	2	1
ASV.524	67	2	1
ASV.525	165	2	1
ASV.526	84	2	1
ASV.527	94	2	1
ASV.528	74	2	1
ASV.529	88	2	1
ASV.530	67	2	1
ASV.531	71	2	1
ASV.532	105	2	1
ASV.533	65	2	1
ASV.534	68	2	1
ASV.535	139	2	1
