SAMPLEID,depth,lat,lon,time,StudyID,CMAP_sla_tblAltimetry_REP_Signal,CMAP_sla_nrt_tblAltimetry_NRT_Signal,CMAP_chl_tblCHL_REP,CMAP_AOD_tblModis_AOD_REP,CMAP_PAR_tblModis_PAR,CMAP_sss_tblSSS_NRT,CMAP_sst_tblSST_AVHRR_OI_NRT,CMAP_wind_speed_tblWind_NRT_hourly,CMAP_wind_stress_tblWind_NRT_hourly,CMAP_wind_stress_curl_tblWind_NRT_hourly,CMAP_DIN_tblDarwin_Nutrient,CMAP_PO4_tblDarwin_Nutrient,CMAP_FeT_tblDarwin_Nutrient,CMAP_O2_tblDarwin_Nutrient,CMAP_SiO2_tblDarwin_Nutrient,CMAP_phytoplankton_diversity_shannon_index_tblDarwin_Ecosystem,CMAP_phytoplankton_tblDarwin_Ecosystem,CMAP_zooplankton_tblDarwin_Ecosystem,CMAP_CHL_tblDarwin_Ecosystem,CMAP_primary_production_tblDarwin_Ecosystem,CMAP_diatom_tblDarwin_Phytoplankton,CMAP_coccolithophore_tblDarwin_Phytoplankton,CMAP_mixotrophic_dinoflagellate_tblDarwin_Phytoplankton,CMAP_picoeukaryote_tblDarwin_Phytoplankton,CMAP_picoprokaryote_tblDarwin_Phytoplankton,CMAP_DIC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NH4_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NO2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NO3_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PO4_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_SiO2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_FeT_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DON_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOP_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOFe_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PON_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POSi_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POFe_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PIC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_ALK_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_O2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_CDOM_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NO3_tblPisces_NRT,CMAP_PO4_tblPisces_NRT,CMAP_Fe_tblPisces_NRT,CMAP_O2_tblPisces_NRT,CMAP_Si_tblPisces_NRT,CMAP_PP_tblPisces_NRT,CMAP_PHYC_tblPisces_NRT,CMAP_CHL_tblPisces_NRT,CMAP_mls_da_argo_clim_tblArgo_MLD_Climatology,CMAP_mls_dt_argo_clim_tblArgo_MLD_Climatology,CMAP_mlt_da_argo_clim_tblArgo_MLD_Climatology,CMAP_mlt_dt_argo_clim_tblArgo_MLD_Climatology,CMAP_mlpd_da_argo_clim_tblArgo_MLD_Climatology,CMAP_mlpd_dt_argo_clim_tblArgo_MLD_Climatology,CMAP_mld_da_mean_argo_clim_tblArgo_MLD_Climatology,CMAP_mld_dt_mean_argo_clim_tblArgo_MLD_Climatology,CMAP_mld_da_median_argo_climmld_dt_median_argo_clim_tblArgo_MLD_Climatology,CMAP_sst_tblGlobalDrifterProgram,CMAP_M_an_clim_tblWOA_2018_MLD_qrtdeg_Climatology,CMAP_M_mn_clim_tblWOA_2018_MLD_qrtdeg_Climatology,CMAP_M_an_clim_tblWOA_2018_MLD_1deg_Climatology,CMAP_M_mn_clim_tblWOA_2018_MLD_1deg_Climatology,CMAP_C_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_C_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_s_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_s_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_t_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_t_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_i_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_i_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_C_an_clim_tblWOA_2018_1deg_Climatology,CMAP_C_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_s_an_clim_tblWOA_2018_1deg_Climatology,CMAP_s_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_t_an_clim_tblWOA_2018_1deg_Climatology,CMAP_t_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_A_an_clim_tblWOA_2018_1deg_Climatology,CMAP_A_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_O_an_clim_tblWOA_2018_1deg_Climatology,CMAP_O_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_i_an_clim_tblWOA_2018_1deg_Climatology,CMAP_i_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_n_an_clim_tblWOA_2018_1deg_Climatology,CMAP_n_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_p_an_clim_tblWOA_2018_1deg_Climatology,CMAP_p_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_si_an_clim_tblWOA_2018_1deg_Climatology,CMAP_si_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_sea_water_temp_WOA_clim_tblWOA_Climatology,CMAP_density_WOA_clim_tblWOA_Climatology,CMAP_salinity_WOA_clim_tblWOA_Climatology,CMAP_nitrate_WOA_clim_tblWOA_Climatology,CMAP_phosphate_WOA_clim_tblWOA_Climatology,CMAP_silicate_WOA_clim_tblWOA_Climatology,CMAP_oxygen_WOA_clim_tblWOA_Climatology,CMAP_AOU_WOA_clim_tblWOA_Climatology,CMAP_o2sat_WOA_clim_tblWOA_Climatology,CMAP_conductivity_WOA_clim_tblWOA_Climatology
Harding215.66541_S215,27,70.977,-161.91,2016-09-11T12:00:00,Harding_2018,0.119141666666667,NA,0.275140435,0.071,12.9411520534749,NA,2.4891605075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.56135,0.3566579075,0.3938502225,7.3004674,0.7106845575,4.130126675,0.000979414125,29.369617,3.917159825,0.2447468125,0.000244651185,0.8086006125,0.107860901,0.3328606525,6.737952425e-06,0.167671809,2149.72585,330.1880575,0.001696547325,11.2353560924525,1.2679017484175,0.001983112713785,286.99851226825,22.0254640579,0.000855800622958,4.3563832640675,1.3541690111175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9379778125,17.96720075,NA,NA,2.777323934375,2.75431185,32.39420578125,32.22656775,0.78178374928125,0.59181348,26.0631404375,25.9474456875,2.80116256666667,2.69227556666667,32.6564368333333,32.4287411666667,1.10612334333333,-0.0969496266666666,7.74675408333333,-2.0148359,96.6894186666667,100.586305,26.268231,26.1666478333333,2.71539758333333,2.09477375,1.0727457,1.0471464,13.965135,8.9668422,0.863349978501598,26.0484437942505,32.2995853424072,3.11387209097544,1.11102291941643,16.7318034172058,7.55583691596985,0.545450096329053,93.39484278361,2.77843630313873
Harding216.66543_S216,24,71.619,-163.777,2016-09-12T12:00:00,Harding_2018,0.172516666666667,NA,0.192032595,0.086,12.1669688088065,25.2524417241333,0.896660543083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.525375,0.4000312375,0.3714266125,7.3312295,0.71380599,4.07646115,0.000941659625,28.77946625,3.838382475,0.2398288875,0.000239540405,0.4218288625,0.05626457425,0.15677928875,3.46640305e-06,0.0903994325,2149.664975,332.3288425,0.001678809175,8.29387056827625,1.04843445122287,0.0014483966224362,310.9796180725,16.3121343851,0.0014826709739276,6.368305683135,1.90032330155375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6902570625,16.7044304285714,16.114506,16.482143,2.852168503125,2.82695106071429,31.95709203125,31.9741943571429,2.2732525,1.99232579535714,25.59201790625,25.6308840714286,2.789410175,2.84076605,31.427862625,32.055564125,2.03730875,2.0686901,-7.0744866625,-61.343366,102.9676475,118.4649975,25.15069225,25.694530875,1.18839374125,1.160445675,0.820742675,0.836020765,8.647587625,7.503821225,1.40204627066851,25.1350753307343,31.2279887199402,1.3775961175561,0.82332631200552,10.1337232589722,8.10087788105011,0.0355312265455722,99.5937643051148,2.76027208566666
Harding217.66560_S217,26,72.158,-158.856,2016-09-16T12:00:00,Harding_2018,0.1577,NA,0.21481412,0.107500007,8.81064157306289,NA,-0.516672758666658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023.698875,0.2365347875,0.3402324,7.70096415,0.7264212675,3.361962225,0.000949121075,26.16151875,3.489091525,0.2180126575,0.0002181411325,0.4481876025,0.0597779812499999,0.17340277,3.7143464e-06,0.0911927587499999,2152.1884,344.7460125,0.0016081562999999,9.12427580356333,1.03649936119717,0.0017578476981725,334.860038757333,15.6417059103667,0.0016005440023342,5.30638597408917,1.54744060834167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.15348503125,NA,14.375648,15.2,2.652704578125,NA,31.451619625,NA,0.42669656478125,-0.89921875,25.3494543125,NA,2.6903234625,2.66699688333333,31.6540885,31.7010383333333,0.48189499625,0.119553328,-4.8972143375,9.2909746,100.553038875,97.505401375,25.49486675,25.5604831666667,2.7794623125,3.94196459125,1.06735050375,1.0638876625,14.30616325,14.098737525,0.0742449982790276,25.5660297870636,31.6580300331116,3.97351676225662,1.16196355223656,18.9685121774673,8.04754018783569,0.302457456942648,96.4708738327026,2.69683623313904
Harding218.66564_S218,21,72.056,-162.443,2016-09-17T12:00:00,Harding_2018,0.145625,NA,0.239961955,0.086,9.84202093112463,NA,-0.80583941875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022.46405,0.3347108725,0.3281613275,7.691285125,0.7306761775,3.561499675,0.0009218046125,26.0143605,3.4694627,0.21678634,0.0002165237775,0.3141451025,0.04189763275,0.10843606475,2.588966325e-06,0.06889852575,2151.61905,344.00488,0.001615105025,8.15900882085083,1.01919419070008,0.00126198263024,314.25803120925,15.8174044291167,0.0026290915072125,7.7137411038075,2.10627219081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8677126875,15.0480769230769,15.052276,16.61111,2.7589995125,2.75648726538462,32.00357509375,31.9942935,1.10015531,0.957814372153846,25.724744375,25.7062468846154,2.7626237875,2.7573661625,31.6148155,31.998344375,1.44233875875,1.06788744125,-7.413671125,2.34801885,103.0296945,99.37982,25.352707,25.710222625,1.6066278625,1.27518913,0.89204578875,0.75872685,10.708845375,6.3546162,0.74242875771597,25.3263874053955,31.4190628528595,2.02058765292168,0.925480514764786,13.0095434188843,8.24942117929459,0.0213778475299477,99.7960300445557,2.71832618117332
Harding219.66566_S219,28,72.056,-162.443,2016-09-17T12:00:00,Harding_2018,0.145625,NA,0.239961955,0.086,9.84202093112463,NA,-0.80583941875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022.46405,0.3347108725,0.3281613275,7.691285125,0.7306761775,3.561499675,0.0009218046125,26.0143605,3.4694627,0.21678634,0.0002165237775,0.3141451025,0.04189763275,0.10843606475,2.588966325e-06,0.06889852575,2151.61905,344.00488,0.001615105025,9.5860450267825,1.15465211868375,0.0015485457115575,290.751758575375,20.0070655346,0.000783692659753,5.3341222405425,1.5022397637375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8677126875,15.0480769230769,15.052276,16.61111,2.70894540625,2.712828968,32.43122296875,32.4930718,0.083999060625,-0.0320838539599999,26.16389896875,26.20214508,2.7204700125,2.710597975,32.02911675,32.477399125,0.59092876275,0.0913695649999999,0.93713245,-2.0148359,99.17208675,100.586305,25.78494175,26.188226875,2.8307104375,2.09477375,1.0842673025,1.0471464,13.6103635,8.9668422,0.236972499638796,25.7553286552429,31.8827114105225,3.46357470750809,1.14216756075621,16.6951067447662,7.87802368402481,0.428534766659141,94.884861946106,2.71699285507202
Harding138.63181_S138,1,64.748,-167.126,2016-09-03T12:00:00,Harding_2018,0.0814333333333333,NA,2.385574325,0.08800001,22.0129947961445,NA,11.2849936443333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994.67,0.243484205,0.431075035,7.025230625,0.68544898,5.4464365,0.001027262375,34.517292,4.610025,0.287644105,0.000290976195,3.490844925,0.4667266125,2.390675975,3.05727249999e-05,1.2520104,2145.678675,303.8826375,0.0015885722,2.03924918174785,0.57812258601175,0.002053020504538,295.2010299684,10.524813866618,0.19656424447885,26.55013608933,5.328481841088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5331134375,NA,17.220911,NA,3.294767253125,3.1181725,29.79294034375,26.6033985,9.310427,11.9186405,22.905848625,20.106844,3.27863155,NA,31.39395,NA,7.52672525,NA,8.060787575,-5.549594975,97.07386475,101.68786,24.57014225,NA,2.451130275,0.49535051,1.098405175,0.9361809,19.83354875,18.72099225,6.58870255947113,24.0098943710327,30.6517820358276,2.65910261869431,1.10370308160782,21.5930271148682,6.96771097183228,0.268480729311705,96.5431690216064,3.1164236664772
Harding140.63189_S140,33,71.66,-159.934,2016-09-05T12:00:00,Harding_2018,0.217575,NA,0.0799066,0.0969999999999999,14.2141441826348,NA,-1.00750608091667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2031.120575,0.05491724925,0.5163222575,9.59224275,0.843838615,5.685945225,0.0010357567,21.03856325,2.806068075,0.17532136,0.0001752447274999,1.6672493,0.22237737,0.722317045,1.39690975e-05,0.3563928525,2151.98455,346.5496625,0.00198148935,14.7977942228375,1.46608904004125,0.0022830989764749,284.572021484375,26.7820801734875,0.000360473224646,2.96014583110875,1.00148902088387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7697870625,12,14.172191,14,2.664114896875,2.6158577,32.56346353125,32.8027944,-0.627890010625,-1.52975836,26.32215090625,26.5538434,2.682627325,2.652986475,32.142914875,32.680128,-0.0694199987499999,-0.83969665125,10.6476716475,46.79631385,96.0376075,87.243126875,25.9545455,26.429131875,4.504146575,6.52102375,1.295051375,1.6263064,18.092169125,26.970565625,-0.315322505775839,25.9668023586273,32.0928678512573,5.83593493700027,1.44925978779793,22.9744434356689,7.66518926620483,0.765325583517551,90.9220914840698,2.68837407231331
Harding142.63191_S142,1,71.66,-159.934,2016-09-05T12:00:00,Harding_2018,0.217575,NA,0.0799066,0.0969999999999999,14.2141441826348,NA,-1.00750608091667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.156325,0.2441150625,0.2105386475,6.729718625,0.656878765,2.347911375,0.0008924140174999,30.15705075,4.021889825,0.2513087575,0.0002522226425,0.337607295,0.045031155,0.1327930025,2.821376125e-06,0.0680288005,2151.435275,338.817925,0.001410566625,1.3783405601975,0.48189485967165,0.0010240454983455,387.0940826416,4.67172062397,0.0486842699349,13.95551242828,2.782283163071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7697870625,12,14.172191,14,2.61585586875,2.42019012,29.0577988125,27.487,1.98387655625,1.23121667,23.195736,22.0122908,2.63105135,2.5409640625,29.04838625,28.446220875,2.476065,1.630353475,-6.3711322875,-12.149466875,103.61359925,103.445993875,23.1622325,22.734346625,0.02190215125,0.132040782375,0.5021843625,0.5064091425,6.3967862625,6.61953575,0.970584988594055,22.9739887714386,28.632702589035,0.0653699613176286,0.513196501880884,8.93600070476532,8.40372157096863,-0.238245794549584,102.892024993896,2.51835879683495
Harding144.63201_S144,47,71.66,-159.934,2016-09-05T12:00:00,Harding_2018,0.217575,NA,0.0799066,0.0969999999999999,14.2141441826348,NA,-1.00750608091667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038.4352,0.01997318425,0.429208845,10.70468,0.905108305,6.585347925,0.001059357625,18.013546,2.40267945,0.150112885,0.00015041282,7.834466325,1.044922905,3.488280925,6.64616285e-05,2.03290515,2152.968725,351.0669,0.002155135625,20.5335502625,1.87849617004,0.00374378380366,246.325332642,40.7846336365,2.86636222881e-05,0.957603216171,0.352637946606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7697870625,12,14.172191,14,2.660955436,2.62880636666667,32.75551788,33.0911683333333,-0.8172968148,-1.636,26.55834448,26.85193,2.6692870375,2.65691105,32.28156275,32.8450255,-0.4620350025,-0.881583661666667,43.3201895,68.3077186666667,88.38063075,81.4053066666667,26.1235115,26.635186,7.3131159625,9.81588066666667,1.533286225,1.77182385,22.735985875,30.4947728333333,-0.580433756113052,26.2482933998108,32.3270220756531,9.02982664108276,1.75473344326019,26.6427030563354,7.13458979129791,1.35139252245426,83.9383430480957,2.6648727953434
Harding146.63211_S146,1,71.944,-156.696,2016-09-06T12:00:00,Harding_2018,0.161616666666667,NA,0.109117599,0.07700001,13.1075316699642,24.43859291075,1.74832719066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022.802075,0.1963011975,0.27778059,7.25511765,0.6928448275,2.66606345,0.0009571605475,27.69848925,3.694015025,0.23082074,0.0002315152499999,0.359893195,0.0480008814999999,0.14072421225,2.9924857e-06,0.067453322,2152.6291,343.211785,0.001477031675,4.82541424036075,0.719389967620425,0.0016506531450435,361.6920387267,9.8424605011985,0.06955086989329,15.6241670131725,3.590531939268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.25583971875,16.5785714285714,NA,NA,2.57550408125,2.49880522142857,28.33351825,27.8343462142857,2.475038115625,2.73223214583333,22.58751665625,22.2995112857143,2.51982733333333,2.54113885,27.8060316666667,28.1714196666667,2.634865,2.5246701,-5.18578546666667,-6.199061,102.154304833333,101.829155,22.1681961666667,22.4951783333333,0.0700190176666666,0.0849571866666666,0.495625678333333,0.413423541666667,5.19161651666667,3.99490553333333,0.973569999138514,22.1444050470988,27.6096998850505,0.1112743280828,0.487748021880786,7.48578850428263,8.29991451899211,-0.127368361999591,101.607082366943,2.44969423611959
Harding148.63217_S148,34,71.944,-156.696,2016-09-06T12:00:00,Harding_2018,0.161616666666667,NA,0.109117599,0.07700001,13.1075316699642,24.43859291075,1.74832719066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2030.9246,0.0544196834999999,0.46333919,8.8899175,0.7979602475,4.3450935,0.0010109422249999,21.862218,2.91577805,0.1821851425,0.00018196613,0.6002822,0.0800622184999999,0.2392534425,4.9557960249e-06,0.1162331025,2153.1056,348.0837725,0.0017203074,11.1422957777956,1.21880994737187,0.0022508468682637,313.4366874695,20.6754130125062,0.0003052942338398,4.74266828596563,1.34756547212606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.25583971875,16.5785714285714,NA,NA,2.7130665125,2.72183390714286,31.40795246875,31.1857127142857,1.171154676875,1.94532053008333,25.28790209375,25.0632446428571,2.63470893333333,2.6875017,31.1020316666667,31.1331095,0.326165,1.45822144833333,-4.78437743333333,-2.755309,100.626392,101.009655,25.0943536666667,25.0607471666667,2.90159898333333,1.59483754666667,1.06441976666667,0.822125465,13.633312,11.3471357,-0.0084883297483126,25.3977305094401,31.4028298060099,4.58858184019725,1.23451910416285,19.2208967208862,8.0581062634786,0.32431428739801,96.2292963663737,2.6735893090566
Harding150.63221_S150,72,71.944,-156.696,2016-09-06T12:00:00,Harding_2018,0.161616666666667,NA,0.109117599,0.07700001,13.1075316699642,24.43859291075,1.74832719066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2052.63715,0.0089785015,0.211613165,11.5471075,0.9448989175,6.220939225,0.00105574765,12.09278025,1.612938725,0.10077316625,0.0001011017799999,5.023589825,0.670000835,2.37852605,4.311440325e-05,1.2338343,2159.304575,356.99704,0.0017360697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.25583971875,16.5785714285714,NA,NA,2.64109774285714,2.63452481428571,32.3474975357143,32.1627138571429,-0.782633577857143,-0.79061291095,26.3607981071429,26.215021,2.63046968333333,2.63165121666667,32.1709851666667,32.3178738333333,-0.761340006666667,-0.79847843,47.8729066666667,46.293997,86.964785,87.3554375,26.2135703333333,26.3550598333333,8.55020155,7.41837316666667,1.56511013333333,1.37316599333333,25.9645671666667,23.0023137166667,-0.999110003312429,26.4739945729574,32.469580968221,11.2458066940308,1.78222517172496,33.7542915344238,7.15531285603841,1.07000199953715,87.2656987508138,2.68162167072296
Harding152.63235_S152,1,71.402,-152.038,2016-09-06T12:00:00,Harding_2018,0.140625,NA,0.193592655,0.065000005,11.639785858364,NA,3.12249382675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025.6155,0.19399583,0.2541969375,7.286221575,0.6956631625,2.29830215,0.00100243275,26.681821,3.55847665,0.222348505,0.0002231621725,0.4509829925,0.0601518042499999,0.168877095,3.8124096749e-06,0.10508805925,2153.7721,346.380565,0.001416639075,2.3114022150622,0.576965402811825,0.002612663578476,346.62249145505,10.5393247604277,0.10367977945134,22.5078644514025,5.46584262847925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.32381228125,12.875,12.634658,14,2.554711221875,2.707673475,27.46172378125,28.14317425,3.6807359375,4.53070762,21.8162864375,22.3022815,2.5152895,2.6623979,26.949932,27.71811825,3.81113,4.5100917,2.1541726925,-1.11926922,99.032656,100.500795,21.43172175,21.97356675,0.1490991465,0.28487238,0.38777627,0.3607667675,3.9368312,3.846960525,1.24812000989914,21.1879587173462,26.5282754898071,0.282128155231476,0.362436227500439,4.89357757568359,8.23287105560303,0.105047815246507,98.9394817352295,2.4400520324707
Harding154.63243_S154,25,71.402,-152.038,2016-09-06T12:00:00,Harding_2018,0.140625,NA,0.193592655,0.065000005,11.639785858364,NA,3.12249382675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025.8162,0.193007195,0.29914211,7.495849975,0.71084018,2.62570905,0.001011407175,26.09524375,3.480207375,0.21746036,0.00021794327,0.536972175,0.07162001725,0.199637635,4.5125809e-06,0.1292200975,2153.59915,346.210225,0.0014908939,7.81979056199333,1.02366730570792,0.0020812034490516,323.731717427667,15.9279312292833,0.0005715434587426,3.44571059942417,1.06143670777525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.32381228125,12.875,12.634658,14,2.68732521,2.66495833333333,30.0938902,30.1312465333333,2.2280209975,1.79798109714286,24.123837975,24.044284,2.5743516,2.51797173333333,29.3156433333333,29.8797623333333,1.58226333333333,0.44614729,-8,-48.717963,107.109335,113.89581,23.536271,23.951388,0.19926922,0.532591636666667,0.63636039,0.728103443333333,5.56607743333333,5.0720176,1.09029664595922,24.3845990498861,30.2478275299072,0.663786431153615,0.644473274548849,7.44892040888468,8.57115777333578,-0.60443902015686,107.376698811849,2.63653786977132
Harding157.64171_S157,1,71.739,-155.276,2016-09-07T12:00:00,Harding_2018,0.156975,NA,0.14936193,0.053000003,12.0547769041366,NA,2.77416050116667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.1728,0.2145580025,0.290554165,7.055597375,0.6812525675,2.739050325,0.00101737455,28.9497425,3.860925825,0.2412478475,0.0002418564725,0.7287212925,0.0971957545,0.2876948075,6.10727885e-06,0.1626174325,2151.414175,338.89761,0.0014862364999999,5.515169394016,0.774297536909625,0.0017342856328462,358.271511077825,11.0427640199685,0.071332308556885,15.840097641945,3.743980556727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.73819284375,13.1900932,12.50951,13.6470585,2.61488695625,2.583812745,28.34989084375,27.9242878,2.960476246875,3.00661821,22.58493321875,22.27038655,2.515220925,2.55895095,27.39876375,27.799458,3.1227025,2.806648425,-2.099835865,5.80794495,100.7183845,98.5127125,21.817677375,22.1386445,0.11255295625,0.03834252364,0.4548145375,0.52500792625,4.5144968875,4.35288405,1.17915125191212,21.7378394603729,27.1924557685852,0.146268237382174,0.438235614448786,6.13513565063477,8.19938290119171,-0.0134953414089977,100.301573753357,2.46003413200378
Harding159.64179_S159,23,71.739,-155.276,2016-09-07T12:00:00,Harding_2018,0.156975,NA,0.14936193,0.053000003,12.0547769041366,NA,2.77416050116667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021.739,0.202394105,0.34548582,7.44850465,0.7087652125,3.10238855,0.0009934887,27.296154,3.64039615,0.2274679475,0.0002277444099999,0.57013346,0.07604186,0.2239936375,4.721918375e-06,0.1125431125,2151.778675,341.852665,0.0015743852,7.911623580115,0.980314740112214,0.0019213334723778,336.026936122429,14.8729896545357,0.0023483053498359,8.68480106762143,2.361734986305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.73819284375,13.1900932,12.50951,13.6470585,2.75025497931034,2.728617735,30.401463862069,30.356282,2.63837482758621,2.2510227285,24.3083287931034,24.36471255,2.6180755625,2.71406695,29.801733875,30.109962375,1.594038745,2.4990771875,-7.914769875,-12.7739914833333,105.93771425,103.601891666667,23.91519875,24.103282,0.57238493625,0.433541820428571,0.72524936,0.73539012875,7.2909339125,6.6686158125,0.978675004094839,24.4148564338684,30.3520874977112,1.43625198304653,0.796105124056339,10.7683075666428,8.5645956993103,-0.435136955231428,105.303261756897,2.65809655189514
Harding162.64203_S162,1,71.525,-151.97,2016-09-08T12:00:00,Harding_2018,0.140383333333333,NA,0.193592655,0.035,10.7550656755092,NA,3.31916048891667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025.6155,0.19399583,0.2541969375,7.286221575,0.6956631625,2.29830215,0.00100243275,26.681821,3.55847665,0.222348505,0.0002231621725,0.4509829925,0.0601518042499999,0.168877095,3.812409675e-06,0.10508805925,2153.7721,346.380565,0.001416639075,0.34234797731035,0.4665207996965,0.0007192075996499,361.2325332643,4.8962457180025,0.018419423606247,7.2965060472445,1.56191746741585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.32381228125,12.875,12.761985,11,2.554711221875,2.707673475,27.46172378125,28.14317425,3.6807359375,4.53070762,21.8162864375,22.3022815,2.4584807875,2.65350935,26.654001125,27.6288483333333,3.421225,4.4355990625,0.87102918375,0.687367053333333,99.18148225,99.9524466666667,21.2326985,21.9060585,0.1255873045,0.193686909216667,0.40986199375,0.439389423333333,3.546637825,4.00471958333333,0.95184875279665,21.1810975074768,26.502370595932,0.255493953824043,0.371098525822163,4.46091628074646,8.27701616287231,0.0932198924710974,99.0540895462036,2.40005797147751
