SAMPLEID,depth,lat,lon,time,StudyID,CMAP_sla_tblAltimetry_REP_Signal,CMAP_sla_nrt_tblAltimetry_NRT_Signal,CMAP_chl_tblCHL_REP,CMAP_AOD_tblModis_AOD_REP,CMAP_PAR_tblModis_PAR,CMAP_sss_tblSSS_NRT,CMAP_sst_tblSST_AVHRR_OI_NRT,CMAP_wind_speed_tblWind_NRT_hourly,CMAP_wind_stress_tblWind_NRT_hourly,CMAP_wind_stress_curl_tblWind_NRT_hourly,CMAP_DIN_tblDarwin_Nutrient,CMAP_PO4_tblDarwin_Nutrient,CMAP_FeT_tblDarwin_Nutrient,CMAP_O2_tblDarwin_Nutrient,CMAP_SiO2_tblDarwin_Nutrient,CMAP_phytoplankton_diversity_shannon_index_tblDarwin_Ecosystem,CMAP_phytoplankton_tblDarwin_Ecosystem,CMAP_zooplankton_tblDarwin_Ecosystem,CMAP_CHL_tblDarwin_Ecosystem,CMAP_primary_production_tblDarwin_Ecosystem,CMAP_diatom_tblDarwin_Phytoplankton,CMAP_coccolithophore_tblDarwin_Phytoplankton,CMAP_mixotrophic_dinoflagellate_tblDarwin_Phytoplankton,CMAP_picoeukaryote_tblDarwin_Phytoplankton,CMAP_picoprokaryote_tblDarwin_Phytoplankton,CMAP_DIC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NH4_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NO2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NO3_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PO4_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_SiO2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_FeT_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DON_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOP_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_DOFe_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PON_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POSi_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_POFe_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_PIC_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_ALK_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_O2_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_CDOM_darwin_clim_tblDarwin_Nutrient_Climatology,CMAP_NO3_tblPisces_NRT,CMAP_PO4_tblPisces_NRT,CMAP_Fe_tblPisces_NRT,CMAP_O2_tblPisces_NRT,CMAP_Si_tblPisces_NRT,CMAP_PP_tblPisces_NRT,CMAP_PHYC_tblPisces_NRT,CMAP_CHL_tblPisces_NRT,CMAP_mls_da_argo_clim_tblArgo_MLD_Climatology,CMAP_mls_dt_argo_clim_tblArgo_MLD_Climatology,CMAP_mlt_da_argo_clim_tblArgo_MLD_Climatology,CMAP_mlt_dt_argo_clim_tblArgo_MLD_Climatology,CMAP_mlpd_da_argo_clim_tblArgo_MLD_Climatology,CMAP_mlpd_dt_argo_clim_tblArgo_MLD_Climatology,CMAP_mld_da_mean_argo_clim_tblArgo_MLD_Climatology,CMAP_mld_dt_mean_argo_clim_tblArgo_MLD_Climatology,CMAP_mld_da_median_argo_climmld_dt_median_argo_clim_tblArgo_MLD_Climatology,CMAP_sst_tblGlobalDrifterProgram,CMAP_M_an_clim_tblWOA_2018_MLD_qrtdeg_Climatology,CMAP_M_mn_clim_tblWOA_2018_MLD_qrtdeg_Climatology,CMAP_M_an_clim_tblWOA_2018_MLD_1deg_Climatology,CMAP_M_mn_clim_tblWOA_2018_MLD_1deg_Climatology,CMAP_C_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_C_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_s_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_s_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_t_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_t_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_i_an_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_i_mn_clim_tblWOA_2018_qrtdeg_Climatology,CMAP_C_an_clim_tblWOA_2018_1deg_Climatology,CMAP_C_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_s_an_clim_tblWOA_2018_1deg_Climatology,CMAP_s_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_t_an_clim_tblWOA_2018_1deg_Climatology,CMAP_t_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_A_an_clim_tblWOA_2018_1deg_Climatology,CMAP_A_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_O_an_clim_tblWOA_2018_1deg_Climatology,CMAP_O_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_i_an_clim_tblWOA_2018_1deg_Climatology,CMAP_i_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_n_an_clim_tblWOA_2018_1deg_Climatology,CMAP_n_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_p_an_clim_tblWOA_2018_1deg_Climatology,CMAP_p_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_si_an_clim_tblWOA_2018_1deg_Climatology,CMAP_si_mn_clim_tblWOA_2018_1deg_Climatology,CMAP_sea_water_temp_WOA_clim_tblWOA_Climatology,CMAP_density_WOA_clim_tblWOA_Climatology,CMAP_salinity_WOA_clim_tblWOA_Climatology,CMAP_nitrate_WOA_clim_tblWOA_Climatology,CMAP_phosphate_WOA_clim_tblWOA_Climatology,CMAP_silicate_WOA_clim_tblWOA_Climatology,CMAP_oxygen_WOA_clim_tblWOA_Climatology,CMAP_AOU_WOA_clim_tblWOA_Climatology,CMAP_o2sat_WOA_clim_tblWOA_Climatology,CMAP_conductivity_WOA_clim_tblWOA_Climatology
SRR1178355,1,55.5075,10.86194444,2012-02-07T12:00:00,BentzonTilia_2015,0.0628,NA,3.792629875,0.081,6.9574923357316,NA,0.619993882666667,NA,NA,NA,11.328601360321,0.666264429688454,0.0010525929101277,406.913269042969,10.8913102149963,2.91499000787735,1.21084901690483,0.251727040857077,0.248787242919207,2.3351699951e-06,0.66425521671772,0.251638852059841,0.167322739958763,0.0539353098720312,0.0700997821986675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.282044384131897,0.428048840165167,0.0055433752946563,412.9657938639,10.859326903028,0.0355158184344633,14.2929625511133,2.94106610616133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3428512222222,13.72916675,NA,NA,1.63839955,1.53057131,17.4126739444444,16.2137012,2.47831056111111,2.21378348,13.8053592222222,12.98102105,1.9403015,1.92316985,20.4471,20.229098,2.747855,2.712608,1.29245728,0.0070893499999999,100.1338875,99.92637,16.316259,16.162945,5.827152,6.03229545,0.57131356,0.574339955,10.8483455,10.733822,2.33340501785278,16.671667098999,20.8923492431641,5.97665500640869,0.588954865932465,10.8240909576416,8.51139640808105,-0.0259130042977631,100.221710205078,2.07785212993622
SRR1178356,1,55.5075,10.86194444,2012-08-28T12:00:00,BentzonTilia_2015,0.0892,NA,14.95794425,0.124000005,30.2652835391391,NA,17.5155490604444,NA,NA,NA,6.73265850543976,0.353495866060257,0.001052800391335,277.900630950928,6.47024637460709,3.08245444297791,2.6804561316967,3.62111297249794,0.533287443220615,8.6163156538e-06,1.24816934764385,0.233958348631859,0.48853050544858,0.299115780740976,0.353577390313148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0022124801878816,0.2542566284537,0.0061217883446559,271.541413370833,7.78592445055833,0.0201322023135933,6.035437456765,1.04711270928407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0648206666667,10.6944443333333,NA,NA,2.32020166666667,2.29839266428571,17.1380267222222,16.5345688571429,17.6502404444444,17.5515713571429,11.3917035277778,11.3268505,2.55750955,2.6203295,18.51251,18.911032,17.997005,17.847696,-8,-17.060436,107.351713,106.655205,12.7534165,13.071042,0.16563544,0.16196158,0.08961662,0.0850504129999999,3.13652455,2.33890855,17.3615999221802,12.9317302703857,18.6697998046875,0.175431348383427,0.0919417738914489,3.1354798078537,6.22994446754456,-0.290539935231209,104.86315536499,2.53355431556702
SRR1178357,1,55.5075,10.86194444,2012-08-28T12:00:00,BentzonTilia_2015,0.0892,NA,14.95794425,0.124000005,30.2652835391391,NA,17.5155490604444,NA,NA,NA,6.73265850543976,0.353495866060257,0.001052800391335,277.900630950928,6.47024637460709,3.08245444297791,2.6804561316967,3.62111297249794,0.533287443220615,8.6163156538e-06,1.24816934764385,0.233958348631859,0.48853050544858,0.299115780740976,0.353577390313148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0022124801878815,0.2542566284537,0.006121788344656,271.541413370833,7.78592445055833,0.0201322023135933,6.035437456765,1.04711270928407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0648206666667,10.6944443333333,NA,NA,2.32020166666667,2.29839266428571,17.1380267222222,16.5345688571429,17.6502404444444,17.5515713571429,11.3917035277778,11.3268505,2.55750955,2.6203295,18.51251,18.911032,17.997005,17.847696,-8,-17.060436,107.351713,106.655205,12.7534165,13.071042,0.16563544,0.16196158,0.08961662,0.0850504129999999,3.13652455,2.33890855,17.3615999221802,12.9317302703857,18.6697998046875,0.175431348383427,0.0919417738914489,3.1354798078537,6.22994446754456,-0.290539935231209,104.86315536499,2.53355431556702
SRR1178354,1,55.5075,10.86194444,2012-10-22T12:00:00,BentzonTilia_2015,0.081125,NA,16.3825009,0.07,9.90935425749149,NA,11.3299936431111,NA,NA,NA,8.23026394844055,0.461492322385311,0.0010528444254305,310.258110046387,6.85198998451233,3.21699929237366,1.69887483119965,1.93875503540039,0.360950723290443,2.6945068043e-06,0.719138368964195,0.249164257198572,0.359612174332142,0.153084740042686,0.186736639589071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027157139157264,0.354891850550867,0.0060105694457893,312.962784830533,10.167092831932,0.0440154999494666,9.38120772044133,2.16645168463333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3563974444444,11,NA,NA,2.29861656666667,2.35160506111111,19.0082313333333,19.0058854722222,12.7916000555556,12.9540330555556,13.84593775,14.0858161111111,2.55341285,2.61123455,21.18236,21.429938,12.5074,12.7177075,-8,-16.2569765,104.988545,105.38629,15.850233,15.9880345,0.60006132,0.45870085,0.269429475,0.256800665,6.15002315,5.32954765,11.6208500862122,16.1799502372742,21.2696952819824,0.608155161142349,0.274655759334564,5.97846531867981,6.81850862503052,-0.0811442993581295,101.084827423096,2.44488930702209
SRR1178346,1,55.5075,10.86194444,2012-02-13T12:00:00,BentzonTilia_2015,-0.0345083333333333,NA,3.792629875,0.081,8.37407208157681,NA,0.399993887333333,NA,NA,NA,11.582804441452,0.658118441700935,0.0010525837133172,413.925338745117,10.4347612857819,2.92142009735107,1.56350582838058,0.246796723455191,0.311747178435326,3.2252976325e-06,0.868888035416603,0.316788211464882,0.218258175998926,0.0698170978575944,0.0852332804352045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135798877974393,0.402863868077533,0.0056417515190946,416.636106363867,10.0675335566093,0.0274331722408666,14.1004070282,2.80188948313467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3428512222222,13.72916675,NA,NA,1.63839955,1.53057131,17.4126739444444,16.2137012,2.47831056111111,2.21378348,13.8053592222222,12.98102105,1.9403015,1.92316985,20.4471,20.229098,2.747855,2.712608,1.29245728,0.0070893499999999,100.1338875,99.92637,16.316259,16.162945,5.827152,6.03229545,0.57131356,0.574339955,10.8483455,10.733822,2.33340501785278,16.671667098999,20.8923492431641,5.97665500640869,0.588954865932465,10.8240909576416,8.51139640808105,-0.0259130042977631,100.221710205078,2.07785212993622
SRR1178358,1,55.5075,10.86194444,2012-10-22T12:00:00,BentzonTilia_2015,0.081125,NA,16.3825009,0.07,9.90935425749149,NA,11.3299936431111,NA,NA,NA,8.23026394844055,0.461492322385311,0.0010528444254305,310.258110046387,6.85198998451233,3.21699929237366,1.69887483119965,1.93875503540039,0.360950723290443,2.6945068043e-06,0.719138368964195,0.249164257198572,0.359612174332142,0.153084740042686,0.186736639589071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027157139157264,0.354891850550867,0.0060105694457893,312.962784830533,10.167092831932,0.0440154999494666,9.38120772044133,2.16645168463333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3563974444444,11,NA,NA,2.29861656666667,2.35160506111111,19.0082313333333,19.0058854722222,12.7916000555556,12.9540330555556,13.84593775,14.0858161111111,2.55341285,2.61123455,21.18236,21.429938,12.5074,12.7177075,-8,-16.2569765,104.988545,105.38629,15.850233,15.9880345,0.60006132,0.45870085,0.269429475,0.256800665,6.15002315,5.32954765,11.6208500862122,16.1799502372742,21.2696952819824,0.608155161142349,0.274655759334564,5.97846531867981,6.81850862503052,-0.0811442993581295,101.084827423096,2.44488930702209
SRR1178348,1,55.5075,10.86194444,2012-03-19T12:00:00,BentzonTilia_2015,0.130266666666667,NA,18.34204225,0.22000001,21.4685127283543,NA,4.59999379366667,NA,NA,NA,10.1631764173508,0.545686990022659,0.0010526164696784,412.008411407471,9.13493776321411,3.15484228730202,3.20324403047562,1.0512762516737,0.572886101901531,8.0966341897e-06,1.71245421469212,0.451047006994486,0.653764791786671,0.188695823773742,0.184609210118651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043285709417754,0.2551639815172,0.0058261492600033,378.9379862466,7.80088605880733,0.0236179621269333,11.7813310623193,2.10954256852533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.923551,11.363636375,NA,NA,1.59713111111111,1.58647173125,16.7604183333333,16.539761125,2.74014777777778,2.66324925625,13.3034485555556,13.2080963125,1.81568045,1.78243195,19.24415,19.0406975,2.42103995,2.1267116,-8,-26.7915285,105.711235,106.4743195,15.36164825,15.2215395,3.15141485,2.4733236,0.323676245,0.25374343,6.7644968,5.16505435,2.58100509643555,15.7370591163635,19.7378005981445,3.18750393390656,0.33909147977829,6.98335766792297,9.06239986419678,-0.535658061504364,105.602424621582,1.88914185762405
SRR11784070,5,18.01,110.76,2017-04-20T12:00:00,Ding_2021,0.0480583333333333,NA,0.1268280775,0.35500002,48.9270803302084,32.9778912862333,28.1091599349167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1717.0686,2.161050375,0.949338985,5.717005725,0.0003704209824999,0.005242390425,0.00077592407,3.17135025,0.53863686,0.0264279185,3.96007849999e-05,0.04316706375,0.00767309295,0.0001011285235,6.102926275e-07,0.001469050225,1980.44435,205.4576825,5.74971184999e-05,5.46686972491e-05,0.254123516380844,0.000412100432186,214.017361164062,8.531108140945,0.0012922961614095,0.687043890357,0.0402840952156031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.593439,19.4375,NA,NA,5.27423796458333,5.281068475,33.6795758333333,33.59030125,26.335289625,26.61709675,21.9287703541667,21.79741875,5.30859811111111,5.26782732222222,33.6096288888889,33.6072186666667,26.8940567777778,26.4547354444444,-5.97473033333333,-5.868824045,102.959609,102.868474,21.7411725555556,21.8581534444444,0.349288983333333,NA,0.150064196,0.160623306666667,4.25385264444444,NA,26.8057354821099,22.0826774173313,34.0623830159505,0.352204380763902,0.162003740668297,4.33566504054599,4.83944400151571,-0.132017677028974,102.855162726508,5.29716788397895
SRR11784071,5,16.15,115.01,2017-04-28T12:00:00,Ding_2021,0.0836916666666666,NA,0.0917164865,0.178,54.4120142655495,33.5220479965417,29.1083265790833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1717.5035,2.556810175,0.9714886425,6.86877,0.0004397673299999,0.002627386725,0.000757501565,4.016308275,0.684012065,0.0334692345,5.048121075e-05,0.0591723835,0.01063514275,4.626435325e-05,8.46310265e-07,0.00260333885,1984.58715,202.0514875,7.2160395e-05,8.1743192676e-06,0.237047303933844,0.0006231722709349,208.762956619156,7.12318971753125,0.0018865359816118,0.739954842254594,0.0419403000269093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.999928375,23.4583333333333,24.618507,22.4,5.41294812045454,5.37844380625,33.4594535681818,33.3955185,28.0917055,27.852891875,21.2230050681818,21.2596959375,5.43801903333333,5.42663505,33.4830950833333,33.4277830833333,28.2588033333333,28.178996,-1.18683419308333,-2.440243025,100.551022416667,101.2498825,21.17319025,21.15169525,0.226992202166667,NA,0.0883807776666666,0.15609756,4.58762568333333,NA,27.9836659431458,21.4267276128133,33.8163553873698,0.231709012296051,0.0886174129943053,5.00588381290436,4.56608458360036,-0.0321620874068078,100.717362721761,5.43453331788381
SRR11784072,5,13.19,115.01,2017-04-09T12:00:00,Ding_2021,0.06595,NA,0.0834924349999999,0.15400001,52.4498436371138,33.28853289285,27.6341599453333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1716.25915,2.38300495,0.95578965,6.8938451,0.000480876145,0.0028336596,0.000783593125,4.437725175,0.7573293275,0.03698104275,5.6052712e-05,0.06933956375,0.01257490775,2.19547355e-05,1.005134825e-06,0.00331206835,1984.115925,199.9356425,7.9207979e-05,6.51238548421313e-07,0.238941926043563,0.0003564513035598,210.963097095344,7.35943987965687,0.0014860810078975,0.723625242710094,0.0424975663190718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.56382,17.1875,27.101784,27.7,5.51296595416667,5.54032405,33.4000229375,33.3165638,29.1506933958333,29.4727393076923,20.834898875,20.6412098,5.51662155,5.51927823333333,33.4417889166667,33.377791,29.1534634166667,29.3414951666667,0.73554319375,NA,99.6822874166667,NA,20.8659355,20.7831586666667,0.179196973583333,NA,0.0916901679166666,NA,4.07887959166667,NA,28.7063331604004,21.0739760398865,33.6221879323324,0.184634490481888,0.0929232115546862,4.77785170078278,4.4257702032725,0.034017844145031,99.2725346883138,5.48531659444173
SRR11784073,5,12.06,117.51,2017-04-05T12:00:00,Ding_2021,0.0800166666666666,NA,0.0995395254999999,0.158,54.0991093277213,33.7494980494083,27.97082660475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1714.120125,2.20861535,0.722026185,6.07725985,0.000455960145,0.001949077525,0.0006934009499999,4.179714325,0.7078330975,0.034830953,5.2136954e-05,0.06384820025,0.0115311455,1.715153525e-05,9.207970875e-07,0.002987229025,1981.880975,199.892625,7.47064664999e-05,4.33444800052078e-07,0.229137646500031,0.0004100161690985,209.449791192984,7.51509549468703,0.0016132367745737,0.768644408322844,0.0461345332441921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1499435,NA,24.847721,25.571428,5.53904603958333,NA,33.2992783541667,NA,29.3324922291667,NA,20.6235213333333,NA,5.578153325,5.519152375,33.6309295833333,33.1685175,29.3285668333333,29.55869175,2.0777233075,NA,98.9543308333333,NA,20.9695706666667,20.5297345,0.18134514425,NA,0.128886924083333,0.013913645,5.61551648333333,NA,28.8410649299622,21.09055519104,33.7781225840251,0.181271963131924,0.13250928496321,5.74503082036972,4.50405196348826,0.0176369006900737,99.602705001831,5.57327711582184
SRR11784074,5,14.2,118.24,2017-04-15T12:00:00,Ding_2021,0.00595,NA,0.09162621975,0.149,55.292496107207,33.6098537445083,28.34999326275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709.231025,2.2288645,0.6421050625,5.359227875,0.000396762115,0.0016580038749999,0.0007202636924999,3.543860425,0.60283899,0.02953217025,4.445372875e-05,0.0534081045,0.0095688987499999,1.416422425e-05,7.6270947e-07,0.002133069425,1978.890975,199.4581225,6.39323485e-05,4.90597741098562e-07,0.237692390568625,0.0003847404509541,208.937575340187,7.91507214307907,0.0017660499470362,0.718431614339469,0.0393662896240062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3020255625,22.4166666666667,23.316525,20.3,5.60409800833333,5.70187108888889,33.9362689583333,34.1801234444444,29.2369436666667,29.8794665555556,21.1792929375,21.1743233333333,5.54594048333333,5.56646265,33.65940475,33.8527295833333,29.1101515833333,29.08178325,3.17358112,-6.50690786666667,98.4461648333333,103.376383333333,21.0490286666667,21.2118493333333,0.206355874166667,0.182583458888889,0.0247539591166666,0.0091463423333333,5.61107848333333,NA,28.6748151779175,21.1685705184936,33.7941055297852,0.211408991366625,0.0254900081005568,5.82871548334758,4.45667473475138,0.029949958785437,99.3545894622803,5.51378170649211
SRR11784075,5,14.24,116.11,2017-04-16T12:00:00,Ding_2021,0.0215333333333333,NA,0.092902465,0.180000005,52.3036868230182,33.4487142563,28.0824932688333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1716.263825,2.514394275,0.9230074175,6.813687425,0.0004495825525,0.00264601555,0.0007610262425,4.11483685,0.7012428425,0.03429030575,5.1800878e-05,0.0624829825,0.011273434125,2.2678751e-05,8.9916086e-07,0.002793366325,1984.24075,200.3487,7.37195662499e-05,3.74012208759219e-07,0.232957842759687,0.0003868784506267,208.9326844215,7.556652739645,0.0017399793905506,0.767165843397344,0.0420422937022437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5426793125,30.90625,26.192463,36.666668,5.49123403541667,5.49884885833333,33.4615610625,33.4166185,28.8827660416667,29.0027537083333,20.9680525416667,20.8962100833333,5.51014641666667,5.48952521666667,33.4936970833333,33.4210386666667,28.9962190833333,28.9215993333333,0.961934186666667,-0.764352033333333,99.56152875,100.421648888889,20.9546283333333,20.9321343333333,0.192754741166667,NA,0.0589611773333333,NA,5.09325131666667,NA,28.6245930989583,21.1295164426168,33.6912078857422,0.197237516675765,0.0596155372137824,5.65742933750153,4.46076079209646,0.0285582161741331,99.3929532368978,5.49005313714345
SRR11784076,5,2.01,130,2017-11-06T12:00:00,Ding_2021,0.123691666666667,NA,0.086553046,0.184000005,43.1683045419117,33.5421883265083,29.5199932365833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1678.8953,0.5608921,0.2477759625,2.20257865,0.015511447,-9.26226975e-05,5.256745825e-05,5.411947925,0.809112175,0.0450995665,5.612014225e-05,0.1436109,0.022204095,3.036853375e-05,1.713403525e-06,0.06349184325,1954.8095,201.0144325,0.000125284561,4.52677650253021,0.637622639536938,1.12437179306e-05,207.412278493208,11.1746158401146,0.016801624830502,1.51212319731708,0.159649169072562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1546205,27.0617956666667,33.8316775,37.125,5.71498836875,5.72516445555556,34.3250805,34.4308268888889,29.8271719583333,29.7256461111111,21.2781783541667,21.4069131111111,5.70808794166667,5.70877921666667,34.197367,34.25637525,29.9377516666667,29.8732978333333,-2.00039537166667,NA,100.734083333333,NA,21.179251,21.2089303333333,0.778158595833333,NA,0.0827387707749999,NA,0.3600506225,NA,29.6282935142517,21.5370497703552,34.4916582107544,0.761840132375558,0.0825219660376509,0.398061420458058,4.41418548425039,0.0107714813978721,99.7368907928467,5.71836213270823
SRR11784077,5,4.51,130,2017-11-04T12:00:00,Ding_2021,0.16585,NA,0.085683024,0.135000005,43.7805590295033,33.7081222534167,29.73832656525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1682.85025,0.6076051,0.2531459375,2.288980025,0.03726271075,-0.0040479826,1.01845355e-05,2.951610075,0.4285917875,0.0245967505,2.9039583e-05,0.0647615585,0.009703546,-4.350697125e-06,7.6224987e-07,0.0219029955,1958.131975,199.88048,6.961284825e-05,4.91877396901479,0.663488969206813,1.3223394338e-05,207.692315419417,11.4454525113146,0.0188997633134312,1.66407834490125,0.181548094066521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.891613,34.3333333333333,36.037611,36.265625,5.65570288333333,5.652916684,34.0664000208333,34.0735044,29.5928006875,29.56211824,21.1839919166667,21.20280072,5.6551696,5.64355306666667,34.0448685,34.0717283333333,29.6278283333333,29.4965624166667,-6.08556921666667,-6.33653746666667,103.087057416667,103.238223333333,21.1700044166667,21.22998825,0.400807498333333,NA,0.10586048025,0.07373486,1.13436769166667,0.9756098,29.4010675748189,21.4211069742839,34.2379652659098,0.39690808330973,0.114961200704177,1.16814221938451,4.52734847863515,-0.106062051529686,102.347241719564,5.642262895902
SRR11784078,5,13.24,118.01,2017-04-07T12:00:00,Ding_2021,0.0150833333333333,NA,0.1035170885,0.13900001,55.8735756514459,33.4657560984333,27.3999932840833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709.427175,2.127694675,0.627654315,5.356292375,0.0004172919575,0.0016683075,0.000714881925,3.771015125,0.63983275,0.03142512525,4.71470135e-05,0.056675988,0.010180336375,1.6151462e-05,8.120540075e-07,0.0024010995999999,1978.761125,199.5001275,6.77869559999e-05,2.40443365546e-05,0.230256755836219,0.0004133491884203,210.711167335437,7.46913109719656,0.0017292016855215,0.77487607300275,0.0464811185374874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5579331875,26,23.852346,21,5.56302274583333,5.59683673333333,33.5830939583333,33.2019806666667,29.3453295625,30.2725593333333,20.8790653958333,20.308044,5.560441425,5.5009118,33.6380695833333,33.4190105,29.2387268333333,29.0747832,1.37589763583333,NA,99.3749156666666,NA,20.99403925,20.8946279,0.20644371475,0.225094698333333,0.0536996087499999,0.0069568225,5.76805026666667,NA,28.7745742797852,21.1188384691874,33.7893908818563,0.212748040445149,0.0551767509120206,5.91341396172841,4.49118570486705,0.008473757149962,99.8273741404216,5.54650727907817
SRR11784079,5,5.5,130,2017-11-03T12:00:00,Ding_2021,0.18195,NA,0.127858516,0.091500008,40.6982283785732,33.8419481913167,29.788326564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1684.939,0.663802825,0.2528995675,2.331574,0.0478518349999999,-0.003286680675,3.92165255e-06,2.09612745,0.295410115,0.01746772925,1.921606925e-05,0.038322304,0.00551320975,8.2495865e-08,4.16199995e-07,0.00909106595,1959.243025,199.2701575,4.6144426e-05,4.95391658279667,0.666491144233292,1.32115075454e-05,208.010512881806,11.4793590307236,0.0191732422552138,1.69298424488917,0.180334429567056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6052689375,NA,37.5321655,45.125,5.652656625,NA,34.0912133333333,NA,29.5211443958333,NA,21.2631596458333,NA,5.64875902222222,5.64905574444444,34.0252838333333,34.0821778888889,29.5994127222222,29.5133673125,-6.30166446111111,-6.27344943333333,103.242454666667,103.195833333333,21.1683123333333,21.3052602777778,0.327436871111111,NA,0.105967198833333,0.0883116191666666,1.16752790555556,1.1331301,29.3922218746609,21.4084119796753,34.2095991770426,0.323478552202384,0.114541502462493,1.20048130220837,4.53171714146932,-0.119607322745853,102.648717244466,5.635901927948
