asvLen	totReads	numSamps
ASV.180	65	5	1
ASV.181	156	5	1
ASV.182	45	5	1
ASV.183	88	4	1
ASV.184	56	4	1
ASV.185	61	4	1
ASV.186	135	4	1
ASV.187	98	4	1
ASV.188	66	4	1
ASV.189	49	4	1
ASV.191	156	4	1
ASV.193	49	4	2
ASV.194	52	4	1
ASV.195	61	4	1
ASV.196	77	4	1
ASV.197	76	4	1
ASV.198	101	4	1
ASV.200	115	4	1
ASV.201	71	4	1
ASV.202	120	4	1
ASV.203	86	4	1
ASV.204	94	4	1
ASV.205	55	4	1
ASV.206	76	4	1
ASV.207	123	4	1
ASV.208	83	4	1
ASV.209	173	4	1
ASV.211	152	4	1
ASV.212	119	4	1
ASV.213	43	4	1
ASV.214	119	4	1
ASV.215	146	4	1
ASV.216	83	4	1
ASV.217	105	4	1
ASV.218	82	4	1
ASV.219	60	4	1
ASV.220	91	3	1
ASV.221	97	3	1
ASV.222	124	3	1
ASV.223	97	3	1
ASV.225	133	3	1
ASV.226	85	3	1
ASV.227	62	3	1
ASV.228	186	3	1
ASV.229	82	3	1
ASV.230	134	3	1
ASV.231	140	3	1
ASV.232	73	3	1
ASV.233	192	3	1
ASV.234	118	3	1
ASV.235	53	3	1
ASV.236	164	3	1
ASV.237	92	3	1
ASV.238	55	3	1
ASV.239	59	3	1
ASV.240	81	3	1
ASV.241	56	3	1
ASV.242	111	3	1
ASV.243	51	3	1
ASV.244	64	3	1
ASV.245	132	3	1
ASV.246	127	3	1
ASV.247	43	3	1
ASV.248	46	3	1
ASV.249	97	3	1
ASV.250	142	3	1
ASV.251	156	3	1
ASV.252	54	3	1
ASV.253	51	3	1
ASV.254	79	3	1
ASV.255	75	3	1
ASV.256	54	3	1
ASV.257	77	3	1
ASV.258	62	3	1
ASV.259	65	3	1
ASV.260	104	3	1
ASV.261	52	3	1
ASV.262	91	3	1
ASV.263	93	3	1
ASV.264	138	3	1
ASV.265	136	3	1
ASV.266	134	3	1
ASV.267	147	3	1
ASV.268	104	3	1
ASV.269	121	3	1
ASV.270	51	3	1
ASV.271	82	3	1
ASV.273	88	3	1
ASV.274	67	3	1
ASV.275	39	3	1
ASV.276	127	3	1
ASV.277	73	3	1
ASV.278	153	2	1
ASV.279	114	2	1
ASV.280	91	2	1
ASV.281	71	2	1
ASV.282	74	2	1
ASV.283	53	2	1
ASV.284	105	2	1
ASV.285	86	2	1
ASV.286	111	2	1
ASV.287	115	2	1
ASV.288	108	2	1
ASV.289	69	2	1
ASV.290	89	2	1
ASV.291	91	2	1
ASV.292	88	2	1
ASV.293	46	2	1
ASV.294	102	2	1
ASV.295	57	2	1
ASV.296	46	2	1
ASV.297	68	2	1
ASV.298	109	2	1
ASV.299	79	2	1
ASV.300	106	2	1
ASV.301	95	2	1
ASV.302	48	2	1
ASV.303	101	2	1
ASV.304	110	2	1
ASV.305	52	2	1
ASV.306	99	2	1
ASV.307	92	2	1
ASV.308	64	2	1
ASV.309	133	2	1
ASV.310	129	2	1
ASV.311	94	2	1
ASV.312	49	2	1
ASV.313	84	2	1
ASV.314	67	2	1
ASV.315	49	2	1
ASV.316	73	2	1
ASV.317	94	2	1
ASV.318	85	2	1
ASV.319	44	2	1
ASV.320	40	2	1
ASV.321	89	2	1
ASV.322	65	2	1
ASV.323	139	2	1
ASV.324	68	2	1
ASV.325	96	2	1
ASV.326	79	2	1
ASV.327	161	2	1
ASV.328	83	2	1
ASV.329	106	2	1
ASV.330	151	2	1
ASV.331	112	2	1
ASV.332	105	2	1
ASV.333	86	2	1
ASV.334	98	2	1
ASV.335	113	2	1
ASV.336	73	2	1
ASV.337	123	2	1
ASV.338	91	2	1
ASV.339	71	2	1
ASV.340	63	2	1
ASV.341	69	2	1
ASV.342	100	2	1
ASV.343	87	2	1
ASV.344	76	2	1
ASV.345	182	2	1
ASV.346	61	2	1
ASV.347	165	2	1
ASV.348	139	2	1
ASV.349	109	2	1
ASV.350	126	2	1
ASV.351	96	2	1
ASV.352	49	2	1
ASV.353	76	2	1
ASV.354	129	2	1
ASV.355	148	2	1
ASV.356	112	2	1
ASV.357	126	2	1
ASV.358	100	2	1
ASV.359	79	2	1
ASV.360	87	2	1
ASV.361	70	2	1
ASV.362	61	2	1
ASV.363	73	2	1
ASV.364	57	2	1
ASV.365	61	2	1
ASV.366	88	2	1
ASV.367	88	2	1
ASV.368	107	2	1
ASV.369	66	2	1
ASV.370	64	2	1
ASV.371	55	2	1
ASV.372	133	2	1
ASV.373	173	2	1
ASV.374	283	1	1
