#Source	Type	SizeFrac	SampName
RawFastqs/SRR10759607_R2.fastq.gz	DNA	Frac_0.2	SRR10759607
RawFastqs/SRR10759608_R1.fastq.gz	DNA	Frac_0.2	SRR10759608
RawFastqs/SRR10759608_R2.fastq.gz	DNA	Frac_0.2	SRR10759608
RawFastqs/SRR10759609_R1.fastq.gz	DNA	Frac_0.2	SRR10759609
RawFastqs/SRR10759609_R2.fastq.gz	DNA	Frac_0.2	SRR10759609
RawFastqs/SRR10759610_R1.fastq.gz	DNA	Frac_0.2	SRR10759610
RawFastqs/SRR10759610_R2.fastq.gz	DNA	Frac_0.2	SRR10759610
RawFastqs/SRR10759611_R1.fastq.gz	DNA	Frac_0.2	SRR10759611
RawFastqs/SRR10759611_R2.fastq.gz	DNA	Frac_0.2	SRR10759611
RawFastqs/SRR10759612_R1.fastq.gz	DNA	Frac_0.2	SRR10759612
RawFastqs/SRR10759612_R2.fastq.gz	DNA	Frac_0.2	SRR10759612
RawFastqs/SRR10759613_R1.fastq.gz	DNA	Frac_0.2	SRR10759613
RawFastqs/SRR10759613_R2.fastq.gz	DNA	Frac_0.2	SRR10759613
RawFastqs/SRR10759614_R1.fastq.gz	DNA	Frac_0.2	SRR10759614
RawFastqs/SRR10759614_R2.fastq.gz	DNA	Frac_0.2	SRR10759614
RawFastqs/SRR10759615_R1.fastq.gz	DNA	Frac_0.2	SRR10759615
RawFastqs/SRR10759615_R2.fastq.gz	DNA	Frac_0.2	SRR10759615
RawFastqs/SRR10759616_R1.fastq.gz	DNA	Frac_0.2	SRR10759616
RawFastqs/SRR10759616_R2.fastq.gz	DNA	Frac_0.2	SRR10759616
RawFastqs/SRR10759617_R1.fastq.gz	DNA	Frac_0.2	SRR10759617
RawFastqs/SRR10759617_R2.fastq.gz	DNA	Frac_0.2	SRR10759617
RawFastqs/SRR10759618_R1.fastq.gz	DNA	Frac_0.2	SRR10759618
RawFastqs/SRR10759618_R2.fastq.gz	DNA	Frac_0.2	SRR10759618
RawFastqs/SRR10759619_R1.fastq.gz	DNA	Frac_0.2	SRR10759619
RawFastqs/SRR10759619_R2.fastq.gz	DNA	Frac_0.2	SRR10759619
RawFastqs/SRR10759620_R1.fastq.gz	DNA	Frac_0.2	SRR10759620
RawFastqs/SRR10759620_R2.fastq.gz	DNA	Frac_0.2	SRR10759620
RawFastqs/SRR10759621_R1.fastq.gz	DNA	Frac_0.2	SRR10759621
RawFastqs/SRR10759621_R2.fastq.gz	DNA	Frac_0.2	SRR10759621
RawFastqs/SRR10759622_R1.fastq.gz	DNA	Frac_0.2	SRR10759622
RawFastqs/SRR10759622_R2.fastq.gz	DNA	Frac_0.2	SRR10759622
RawFastqs/SRR10759623_R1.fastq.gz	DNA	Frac_0.2	SRR10759623
RawFastqs/SRR10759623_R2.fastq.gz	DNA	Frac_0.2	SRR10759623
RawFastqs/SRR10759624_R1.fastq.gz	DNA	Frac_0.2	SRR10759624
RawFastqs/SRR10759624_R2.fastq.gz	DNA	Frac_0.2	SRR10759624
RawFastqs/SRR10759625_R1.fastq.gz	DNA	Frac_0.2	SRR10759625
RawFastqs/SRR10759625_R2.fastq.gz	DNA	Frac_0.2	SRR10759625
RawFastqs/SRR10759626_R1.fastq.gz	DNA	Frac_0.2	SRR10759626
RawFastqs/SRR10759626_R2.fastq.gz	DNA	Frac_0.2	SRR10759626
RawFastqs/SRR10759627_R1.fastq.gz	DNA	Frac_0.2	SRR10759627
RawFastqs/SRR10759627_R2.fastq.gz	DNA	Frac_0.2	SRR10759627
RawFastqs/SRR10759628_R1.fastq.gz	DNA	Frac_0.2	SRR10759628
RawFastqs/SRR10759628_R2.fastq.gz	DNA	Frac_0.2	SRR10759628
RawFastqs/SRR10759629_R1.fastq.gz	DNA	Frac_0.2	SRR10759629
RawFastqs/SRR10759629_R2.fastq.gz	DNA	Frac_0.2	SRR10759629
RawFastqs/SRR10759630_R1.fastq.gz	DNA	Frac_0.2	SRR10759630
RawFastqs/SRR10759630_R2.fastq.gz	DNA	Frac_0.2	SRR10759630
RawFastqs/SRR10759631_R1.fastq.gz	DNA	Frac_0.2	SRR10759631
RawFastqs/SRR10759631_R2.fastq.gz	DNA	Frac_0.2	SRR10759631
RawFastqs/SRR10759632_R1.fastq.gz	DNA	Frac_0.2	SRR10759632
RawFastqs/SRR10759632_R2.fastq.gz	DNA	Frac_0.2	SRR10759632
RawFastqs/SRR10759633_R1.fastq.gz	DNA	Frac_0.2	SRR10759633
RawFastqs/SRR10759633_R2.fastq.gz	DNA	Frac_0.2	SRR10759633
RawFastqs/SRR10759634_R1.fastq.gz	DNA	Frac_0.2	SRR10759634
RawFastqs/SRR10759634_R2.fastq.gz	DNA	Frac_0.2	SRR10759634
RawFastqs/SRR10759635_R1.fastq.gz	DNA	Frac_0.2	SRR10759635
RawFastqs/SRR10759635_R2.fastq.gz	DNA	Frac_0.2	SRR10759635
RawFastqs/SRR10759636_R1.fastq.gz	DNA	Frac_0.2	SRR10759636
RawFastqs/SRR10759636_R2.fastq.gz	DNA	Frac_0.2	SRR10759636
RawFastqs/SRR10759637_R1.fastq.gz	DNA	Frac_0.2	SRR10759637
RawFastqs/SRR10759637_R2.fastq.gz	DNA	Frac_0.2	SRR10759637
RawFastqs/SRR10759638_R1.fastq.gz	DNA	Frac_0.2	SRR10759638
RawFastqs/SRR10759638_R2.fastq.gz	DNA	Frac_0.2	SRR10759638
RawFastqs/SRR10759639_R1.fastq.gz	DNA	Frac_0.2	SRR10759639
RawFastqs/SRR10759639_R2.fastq.gz	DNA	Frac_0.2	SRR10759639
RawFastqs/SRR10759640_R1.fastq.gz	DNA	Frac_0.2	SRR10759640
RawFastqs/SRR10759640_R2.fastq.gz	DNA	Frac_0.2	SRR10759640
RawFastqs/SRR10759641_R1.fastq.gz	DNA	Frac_0.2	SRR10759641
RawFastqs/SRR10759641_R2.fastq.gz	DNA	Frac_0.2	SRR10759641
RawFastqs/SRR10759642_R1.fastq.gz	DNA	Frac_0.2	SRR10759642
RawFastqs/SRR10759642_R2.fastq.gz	DNA	Frac_0.2	SRR10759642
RawFastqs/SRR10759643_R1.fastq.gz	DNA	Frac_0.2	SRR10759643
RawFastqs/SRR10759643_R2.fastq.gz	DNA	Frac_0.2	SRR10759643
RawFastqs/SRR10759644_R1.fastq.gz	DNA	Frac_0.2	SRR10759644
RawFastqs/SRR10759644_R2.fastq.gz	DNA	Frac_0.2	SRR10759644
RawFastqs/SRR10759645_R1.fastq.gz	DNA	Frac_0.2	SRR10759645
RawFastqs/SRR10759645_R2.fastq.gz	DNA	Frac_0.2	SRR10759645
RawFastqs/SRR10759646_R1.fastq.gz	DNA	Frac_0.2	SRR10759646
RawFastqs/SRR10759646_R2.fastq.gz	DNA	Frac_0.2	SRR10759646
RawFastqs/SRR10759647_R1.fastq.gz	DNA	Frac_0.2	SRR10759647
RawFastqs/SRR10759647_R2.fastq.gz	DNA	Frac_0.2	SRR10759647
RawFastqs/SRR10759648_R1.fastq.gz	DNA	Frac_0.2	SRR10759648
RawFastqs/SRR10759648_R2.fastq.gz	DNA	Frac_0.2	SRR10759648
RawFastqs/SRR10759649_R1.fastq.gz	DNA	Frac_0.2	SRR10759649
RawFastqs/SRR10759649_R2.fastq.gz	DNA	Frac_0.2	SRR10759649
RawFastqs/SRR10759650_R1.fastq.gz	DNA	Frac_0.2	SRR10759650
RawFastqs/SRR10759650_R2.fastq.gz	DNA	Frac_0.2	SRR10759650
RawFastqs/SRR10759651_R1.fastq.gz	DNA	Frac_0.2	SRR10759651
RawFastqs/SRR10759651_R2.fastq.gz	DNA	Frac_0.2	SRR10759651
RawFastqs/SRR10759652_R1.fastq.gz	DNA	Frac_0.2	SRR10759652
RawFastqs/SRR10759652_R2.fastq.gz	DNA	Frac_0.2	SRR10759652
RawFastqs/SRR10759653_R1.fastq.gz	DNA	Frac_0.2	SRR10759653
RawFastqs/SRR10759653_R2.fastq.gz	DNA	Frac_0.2	SRR10759653
RawFastqs/SRR10759654_R1.fastq.gz	DNA	Frac_0.2	SRR10759654
RawFastqs/SRR10759654_R2.fastq.gz	DNA	Frac_0.2	SRR10759654
RawFastqs/SRR10759655_R1.fastq.gz	DNA	Frac_0.2	SRR10759655
RawFastqs/SRR10759655_R2.fastq.gz	DNA	Frac_0.2	SRR10759655
RawFastqs/SRR10759656_R1.fastq.gz	DNA	Frac_0.2	SRR10759656
RawFastqs/SRR10759656_R2.fastq.gz	DNA	Frac_0.2	SRR10759656
RawFastqs/SRR10759657_R1.fastq.gz	DNA	Frac_0.2	SRR10759657
RawFastqs/SRR10759657_R2.fastq.gz	DNA	Frac_0.2	SRR10759657
RawFastqs/SRR10759658_R1.fastq.gz	DNA	Frac_0.2	SRR10759658
RawFastqs/SRR10759658_R2.fastq.gz	DNA	Frac_0.2	SRR10759658
RawFastqs/SRR10759659_R1.fastq.gz	DNA	Frac_0.2	SRR10759659
RawFastqs/SRR10759659_R2.fastq.gz	DNA	Frac_0.2	SRR10759659
RawFastqs/SRR10759660_R1.fastq.gz	DNA	Frac_0.2	SRR10759660
RawFastqs/SRR10759660_R2.fastq.gz	DNA	Frac_0.2	SRR10759660
RawFastqs/SRR10759661_R1.fastq.gz	DNA	Frac_0.2	SRR10759661
RawFastqs/SRR10759661_R2.fastq.gz	DNA	Frac_0.2	SRR10759661
RawFastqs/SRR10759662_R1.fastq.gz	DNA	Frac_0.2	SRR10759662
RawFastqs/SRR10759662_R2.fastq.gz	DNA	Frac_0.2	SRR10759662
RawFastqs/SRR10759663_R1.fastq.gz	DNA	Frac_0.2	SRR10759663
RawFastqs/SRR10759663_R2.fastq.gz	DNA	Frac_0.2	SRR10759663
RawFastqs/SRR10759664_R1.fastq.gz	DNA	Frac_0.2	SRR10759664
RawFastqs/SRR10759664_R2.fastq.gz	DNA	Frac_0.2	SRR10759664
RawFastqs/SRR10759665_R1.fastq.gz	DNA	Frac_0.2	SRR10759665
RawFastqs/SRR10759665_R2.fastq.gz	DNA	Frac_0.2	SRR10759665
RawFastqs/SRR10759666_R1.fastq.gz	DNA	Frac_0.2	SRR10759666
RawFastqs/SRR10759666_R2.fastq.gz	DNA	Frac_0.2	SRR10759666
RawFastqs/SRR10759667_R1.fastq.gz	DNA	Frac_0.2	SRR10759667
RawFastqs/SRR10759667_R2.fastq.gz	DNA	Frac_0.2	SRR10759667
RawFastqs/SRR10759668_R1.fastq.gz	DNA	Frac_0.2	SRR10759668
RawFastqs/SRR10759668_R2.fastq.gz	DNA	Frac_0.2	SRR10759668
RawFastqs/SRR10759669_R1.fastq.gz	DNA	Frac_0.2	SRR10759669
RawFastqs/SRR10759669_R2.fastq.gz	DNA	Frac_0.2	SRR10759669
RawFastqs/SRR10759670_R1.fastq.gz	DNA	Frac_0.2	SRR10759670
RawFastqs/SRR10759670_R2.fastq.gz	DNA	Frac_0.2	SRR10759670
RawFastqs/SRR10759671_R1.fastq.gz	DNA	Frac_0.2	SRR10759671
RawFastqs/SRR10759671_R2.fastq.gz	DNA	Frac_0.2	SRR10759671
RawFastqs/SRR10759672_R1.fastq.gz	DNA	Frac_0.2	SRR10759672
RawFastqs/SRR10759672_R2.fastq.gz	DNA	Frac_0.2	SRR10759672
RawFastqs/SRR10759673_R1.fastq.gz	DNA	Frac_0.2	SRR10759673
RawFastqs/SRR10759673_R2.fastq.gz	DNA	Frac_0.2	SRR10759673
RawFastqs/SRR10759674_R1.fastq.gz	DNA	Frac_0.2	SRR10759674
RawFastqs/SRR10759674_R2.fastq.gz	DNA	Frac_0.2	SRR10759674
RawFastqs/SRR10759675_R1.fastq.gz	DNA	Frac_0.2	SRR10759675
RawFastqs/SRR10759675_R2.fastq.gz	DNA	Frac_0.2	SRR10759675
RawFastqs/SRR10759676_R1.fastq.gz	DNA	Frac_0.2	SRR10759676
RawFastqs/SRR10759676_R2.fastq.gz	DNA	Frac_0.2	SRR10759676
