SRR19399856	SRR19399857	SRR19399858	SRR19399859	SRR19399860	SRR19399861	SRR19399862	SRR19399863	SRR19399864	SRR19399865	SRR19399866	SRR19399867	SRR19399868	SRR19399869	SRR19399870	SRR19399871	SRR19399872	SRR19399873	SRR19399874	SRR19399875	SRR19399876	SRR19399877	SRR19399878	SRR19399879	SRR19399880	SRR19399881	SRR19399882	SRR19399883	SRR19399884
ASV.259	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.260	0	0	0	0	0	0	0	0	93	407	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.261	0	0	0	0	0	0	0	0	124	244	0	42	24	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.263	0	0	0	0	0	0	0	0	0	149	0	337	0	11	0	14	0	10	8	0	0	0	0	0	0	0	0	0	0
ASV.264	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
ASV.265	0	0	0	0	0	0	0	6	6	53	5	0	0	3	0	238	0	161	50	0	0	0	0	0	0	0	0	0	0
ASV.266	0	0	0	0	0	0	0	136	0	0	0	0	238	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.267	0	0	0	0	0	0	0	0	54	448	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.268	0	0	0	0	0	0	0	0	0	207	86	0	0	71	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.269	0	48	0	0	11	0	0	0	0	38	7	13	8	0	0	0	0	0	24	10	0	0	0	22	0	0	0	336	0
ASV.270	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	420	0	0	0	0	0
ASV.271	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	151	0	0	0	0	0
ASV.272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	261	0	0	0	0	0
ASV.273	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.274	366	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.275	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.276	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.277	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0
ASV.278	0	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.279	0	0	0	0	0	0	0	14	299	0	0	0	0	0	0	80	0	75	11	22	0	0	0	0	0	0	0	0	0
ASV.280	0	0	0	0	0	0	0	257	7	4	6	16	8	31	0	7	0	86	16	60	0	0	0	0	0	0	0	0	0
ASV.281	0	0	0	0	0	0	0	49	285	0	0	0	0	0	0	79	0	68	0	16	0	0	0	0	0	0	0	0	0
ASV.284	0	0	0	0	0	0	0	0	0	391	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.285	10	0	0	57	0	0	5	0	0	0	0	0	4	5	0	0	7	0	0	3	391	0	0	3	0	0	0	0	5
ASV.288	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.289	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.290	0	0	0	0	0	0	0	36	139	0	0	0	133	0	0	11	0	10	0	155	0	0	0	0	0	0	0	0	0
ASV.291	0	0	0	0	0	0	0	0	20	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.292	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	105	0	0	57	0
ASV.293	0	0	0	0	0	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	367	0	0	0	0	0	0	0	0	0	0
ASV.295	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.296	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0
ASV.297	0	0	0	0	0	0	0	0	4	41	0	377	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.298	0	0	0	0	0	0	0	125	31	0	0	49	87	59	0	8	0	10	94	12	0	0	0	0	0	0	0	0	0
ASV.299	0	0	0	0	0	0	0	14	303	7	6	0	6	0	0	79	0	34	11	15	0	0	0	0	0	0	0	0	0
ASV.300	0	0	0	0	0	0	0	0	227	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.301	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	8	247	0	0	0	0	0	0	0	0	0	0
ASV.302	0	0	0	0	0	0	0	0	30	66	12	289	24	0	0	25	0	22	0	0	0	0	0	0	0	0	0	0	0
ASV.303	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.304	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.305	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	6	0	445	0	0	0	0	0	0	0	0	0	0	0
ASV.306	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.307	0	0	0	0	0	0	0	0	0	121	0	0	98	62	0	102	0	0	0	78	0	0	0	0	0	0	0	0	0
ASV.309	0	0	0	0	0	0	0	0	0	0	3	423	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.310	0	0	0	0	0	0	0	0	35	403	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.312	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.313	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.314	0	0	0	0	0	0	0	0	0	0	0	294	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.315	0	0	0	0	0	0	0	404	0	0	0	0	2	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.316	0	0	0	0	0	0	0	13	0	3	10	120	233	27	0	0	0	9	12	16	0	0	0	0	0	0	0	0	0
ASV.317	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.318	0	0	0	0	0	0	0	0	5	0	0	299	120	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0
ASV.319	0	0	0	0	0	0	0	81	6	128	0	0	93	19	0	86	0	13	0	10	0	0	0	0	0	0	0	0	0
ASV.320	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	31	266	0	0	0	0	0	0	0	0	0	0
ASV.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0
ASV.324	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.327	0	0	0	0	0	0	0	12	0	0	0	86	14	25	0	130	0	2	0	156	0	0	0	0	0	0	0	0	0
ASV.328	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0
ASV.329	0	0	0	0	0	0	0	0	27	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.331	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.332	0	0	0	0	0	0	0	0	72	199	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0
ASV.333	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.334	0	0	0	0	0	0	0	0	23	386	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV.335	0	0	0	0	0	0	0	9	0	0	0	101	28	23	0	137	0	0	0	119	0	0	0	0	0	0	0	0	0
ASV.336	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.337	0	0	0	0	0	0	0	0	30	0	0	150	146	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
ASV.339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.341	0	0	0	0	0	0	0	0	4	247	3	0	0	0	0	78	0	78	0	0	0	0	0	0	0	0	0	0	0
ASV.342	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.343	0	0	0	0	0	0	0	0	12	19	16	228	89	6	0	3	0	5	0	31	0	0	0	0	0	0	0	0	0
ASV.344	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0
ASV.345	0	0	0	0	0	0	0	70	12	0	0	77	6	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.346	0	0	0	0	0	0	0	0	0	0	0	273	40	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
ASV.347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	154	0	0	0	0	0	0	0	0	0	0	0
ASV.348	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.349	0	0	0	67	53	0	60	0	0	0	0	0	17	0	0	0	0	18	0	0	67	0	0	120	0	0	0	2	0
ASV.350	0	0	0	0	0	0	0	3	0	0	0	79	0	21	0	0	0	64	227	10	0	0	0	0	0	0	0	0	0
ASV.351	0	0	0	0	0	0	0	0	70	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0
ASV.353	0	0	0	0	0	0	0	2	70	216	0	0	0	0	0	74	0	25	0	13	0	0	0	0	0	0	0	0	0
ASV.354	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0
ASV.355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0
ASV.356	0	0	0	0	0	0	0	158	0	0	0	86	38	76	0	0	0	0	36	5	0	0	0	0	0	0	0	0	0
ASV.357	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.358	0	0	0	0	0	0	0	0	41	76	0	247	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
ASV.359	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	291	0	0	0	0	0
ASV.361	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.362	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.363	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.364	0	0	0	0	0	0	0	0	27	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.365	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0
ASV.366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0
ASV.369	0	0	0	0	0	0	0	0	53	60	48	34	98	0	0	44	0	0	0	54	0	0	0	0	0	0	0	0	0
ASV.370	0	0	0	0	0	0	0	0	45	333	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV.371	0	0	0	0	259	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	44	7	65	0	0	0	0	0	0
ASV.372	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.374	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.375	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.376	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.377	0	0	0	0	0	0	0	9	0	0	2	17	0	15	0	20	0	70	244	0	0	0	0	0	0	0	0	0	0
ASV.378	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ASV.379	0	0	0	0	0	0	0	0	0	0	25	223	92	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0
ASV.380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	147	0	0	0	0	0	0	0	0	0	0
ASV.381	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.382	0	173	0	0	82	0	0	0	0	15	0	4	3	0	0	0	0	12	0	0	0	0	35	27	19	0	0	0	0
ASV.383	0	0	0	0	0	0	0	5	7	97	0	172	13	0	0	22	0	38	10	6	0	0	0	0	0	0	0	0	0
ASV.385	0	0	0	0	0	0	0	0	0	82	0	113	68	0	0	42	0	32	0	31	0	0	0	0	0	0	0	0	0
ASV.387	0	0	0	0	0	0	0	0	96	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0
ASV.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0
ASV.390	0	0	0	0	37	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0
ASV.393	0	0	0	0	0	0	0	9	0	0	0	119	37	0	0	0	0	193	0	2	0	0	0	0	0	0	0	0	0
ASV.394	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.395	0	0	0	0	0	0	0	7	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.396	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.397	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.399	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0
ASV.401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.403	0	0	0	0	0	0	0	0	0	76	0	118	110	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0
ASV.404	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.405	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.406	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	98	0	94	0	0	0	0	0	0	0	0	0	0	0
ASV.407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0
ASV.408	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0
ASV.411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0
ASV.413	0	0	0	0	0	0	0	0	46	282	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV.414	0	0	0	0	0	0	0	0	0	0	24	98	172	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0
ASV.415	136	0	0	0	0	0	0	0	0	0	0	5	82	0	0	0	0	0	0	33	0	0	0	0	0	0	76	0	0
ASV.416	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.418	0	0	0	0	0	0	0	98	0	0	0	205	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
ASV.419	0	0	0	0	0	0	0	0	0	0	175	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.420	0	0	0	0	0	0	0	32	0	18	0	0	8	44	0	88	0	34	104	0	0	0	0	0	0	0	0	0	0
ASV.421	0	0	0	0	0	0	0	0	4	0	8	105	155	22	0	15	0	3	0	15	0	0	0	0	0	0	0	0	0
ASV.422	0	113	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.424	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	88	0	0	0	0	0
ASV.427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0
ASV.428	0	0	0	0	0	0	0	0	7	101	0	76	14	0	0	26	0	28	59	8	0	0	0	0	0	0	0	0	0
ASV.429	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.431	0	0	0	0	0	0	0	112	10	0	0	0	7	19	0	0	0	92	12	65	0	0	0	0	0	0	0	0	0
ASV.432	0	0	0	0	0	0	0	0	0	243	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.433	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.434	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.435	0	0	0	0	0	0	0	0	4	55	0	171	27	8	0	26	0	9	12	0	0	0	0	0	0	0	0	0	0
ASV.436	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0
ASV.437	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.438	0	0	0	0	0	0	0	0	0	59	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0
ASV.440	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
ASV.441	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	53	142	0	0	0	0	0	0	0	0	0	0
ASV.442	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.443	0	0	0	0	0	0	0	3	0	0	0	0	11	9	0	171	0	114	0	0	0	0	0	0	0	0	0	0	0
ASV.444	0	0	0	0	0	0	0	0	28	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.445	22	275	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.446	0	0	0	0	0	0	0	82	12	0	2	7	25	24	0	7	0	77	0	62	6	0	0	0	0	0	0	0	0
ASV.447	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.448	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.449	0	0	0	0	0	0	0	0	0	0	16	280	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.450	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV.451	44	0	0	0	44	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	49	0	32	131	0	0	0	0	0
ASV.452	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.453	0	0	0	0	0	0	0	0	38	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0
ASV.457	0	0	0	0	0	0	0	0	25	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.458	0	0	0	0	0	0	0	0	12	34	0	0	2	6	0	47	0	197	0	0	0	0	0	0	0	0	0	0	0
ASV.459	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.460	0	0	0	0	0	0	0	0	40	122	0	0	7	28	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0
ASV.461	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0
ASV.462	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.463	0	0	0	0	0	0	0	0	110	40	0	0	0	0	0	93	0	41	0	10	0	0	0	0	0	0	0	0	0
ASV.464	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.467	0	0	0	0	0	0	0	0	114	84	0	0	0	0	0	56	0	38	0	0	0	0	0	0	0	0	0	0	0
ASV.468	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.470	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.471	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.472	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.473	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0
ASV.477	0	0	0	0	0	0	0	0	0	255	0	0	0	12	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.478	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.479	0	0	0	0	0	0	0	0	0	72	14	0	0	0	0	0	0	173	23	0	0	0	0	0	0	0	0	0	0
ASV.481	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0
ASV.483	24	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	147	0	0	0	0	0
ASV.485	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0
ASV.487	53	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	24	0	0	0	13	0	0	182	0	0
ASV.488	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0
ASV.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0
ASV.490	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.491	0	0	0	0	0	0	0	0	0	0	0	64	12	0	0	0	0	56	0	0	0	0	0	0	0	0	143	0	0
ASV.493	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.494	0	0	0	0	0	0	0	0	0	0	0	208	16	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
ASV.495	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.496	0	0	0	0	0	0	0	74	0	0	0	0	0	95	0	57	0	27	20	0	0	0	0	0	0	0	0	0	0
ASV.497	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.498	0	0	0	0	0	0	0	256	0	0	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV.500	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.501	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	90	0	0	0	0	0
ASV.502	0	0	0	0	0	0	0	4	122	0	0	0	3	0	0	105	0	22	0	13	0	0	0	0	0	0	0	0	0
ASV.503	0	0	0	0	0	0	0	0	9	95	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.504	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0
ASV.505	0	0	0	0	0	0	0	0	8	23	0	46	13	13	0	20	0	33	103	8	0	0	0	0	0	0	0	0	0
ASV.507	0	0	0	0	0	0	0	0	16	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	72	0	0	0	0	0
ASV.509	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.510	0	0	0	0	0	0	0	0	130	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.511	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	21	0	0	0	0	0	0	0	0	0	0
ASV.514	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.515	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.516	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
