asvLen	totReads	numSamps
ASV.1	325	65128	3
ASV.2	325	6068	3
ASV.3	148	3665	3
ASV.4	109	1532	3
ASV.5	262	1052	3
ASV.6	322	977	2
ASV.7	328	763	2
ASV.10	282	624	3
ASV.11	66	616	3
ASV.12	21	519	3
ASV.13	258	510	2
ASV.14	93	466	3
ASV.15	42	457	3
ASV.17	317	418	2
ASV.18	322	406	2
ASV.19	109	384	3
ASV.20	262	380	2
ASV.21	149	376	3
ASV.22	322	373	2
ASV.23	26	351	2
ASV.24	28	332	3
ASV.26	328	289	2
ASV.27	118	272	3
ASV.28	54	254	2
ASV.29	113	245	3
ASV.30	65	244	3
ASV.31	322	236	1
ASV.32	121	188	3
ASV.33	109	180	3
ASV.34	348	179	2
ASV.35	76	169	3
ASV.36	91	151	3
ASV.37	164	151	2
ASV.38	99	142	2
ASV.39	202	135	2
ASV.40	282	129	2
ASV.41	54	127	3
ASV.42	119	122	2
ASV.43	137	121	3
ASV.44	70	117	3
ASV.45	123	111	3
ASV.46	317	107	1
ASV.47	61	103	3
ASV.48	196	103	2
ASV.49	134	102	3
ASV.50	322	101	1
ASV.51	296	93	2
ASV.52	87	87	2
ASV.53	150	86	2
ASV.54	63	86	2
ASV.55	20	85	3
ASV.56	137	83	3
ASV.57	138	75	3
ASV.58	80	75	3
ASV.59	82	74	2
ASV.60	166	72	1
ASV.61	91	67	3
ASV.62	111	67	2
ASV.63	76	66	3
ASV.64	322	65	1
ASV.65	294	62	1
ASV.68	88	61	2
ASV.69	139	59	3
ASV.70	124	58	2
ASV.71	70	58	3
ASV.72	56	58	3
ASV.73	299	58	1
ASV.74	91	57	2
ASV.75	44	56	3
ASV.76	151	55	3
ASV.77	186	55	3
ASV.78	99	53	2
ASV.79	244	50	1
ASV.80	386	49	1
ASV.81	314	49	2
ASV.83	70	45	3
ASV.84	184	45	2
ASV.85	165	44	2
ASV.86	175	42	3
ASV.87	122	41	3
ASV.88	163	41	3
ASV.89	43	41	2
ASV.90	100	40	2
ASV.91	299	39	1
ASV.92	31	39	2
ASV.93	372	39	1
ASV.94	59	38	2
ASV.95	88	38	2
ASV.96	282	37	1
ASV.97	164	37	1
ASV.99	58	36	2
ASV.100	201	36	2
ASV.101	269	36	1
ASV.102	91	35	1
ASV.103	89	34	3
ASV.104	322	34	1
ASV.105	214	34	2
ASV.106	153	34	2
ASV.107	37	33	3
ASV.108	77	33	3
ASV.109	88	33	3
ASV.110	130	33	2
ASV.111	83	33	2
ASV.112	32	32	3
ASV.113	70	31	2
ASV.114	177	31	1
ASV.115	264	30	1
ASV.116	92	29	2
ASV.117	75	29	2
ASV.118	68	29	1
ASV.119	93	29	1
ASV.120	43	28	1
ASV.121	51	28	2
ASV.122	158	27	1
ASV.123	59	27	3
ASV.124	206	27	2
ASV.125	88	27	2
ASV.126	94	27	2
ASV.128	119	26	3
ASV.129	88	26	2
ASV.130	107	25	1
ASV.131	409	25	1
ASV.132	158	25	1
ASV.133	140	25	2
ASV.134	166	24	1
ASV.135	150	24	3
ASV.136	131	24	2
ASV.137	66	24	2
ASV.138	270	24	1
ASV.140	38	23	1
ASV.141	262	23	1
ASV.142	67	23	1
ASV.143	58	23	1
ASV.144	149	23	2
ASV.145	173	23	1
ASV.146	240	23	1
ASV.147	100	23	2
ASV.150	205	22	1
ASV.151	76	22	1
ASV.152	116	22	2
ASV.153	167	22	1
ASV.154	97	21	3
ASV.155	296	21	1
ASV.156	135	21	2
ASV.157	118	21	2
ASV.158	322	21	1
ASV.159	126	21	1
ASV.160	35	21	1
ASV.161	167	20	2
ASV.162	52	20	2
ASV.163	104	20	3
ASV.164	59	20	2
ASV.165	46	20	2
ASV.166	273	20	1
ASV.167	126	20	2
ASV.168	348	19	1
ASV.169	40	19	3
ASV.170	268	19	1
ASV.171	43	19	2
ASV.172	89	19	1
ASV.173	94	19	1
ASV.174	111	19	1
ASV.175	244	19	1
ASV.176	38	18	1
ASV.177	114	18	1
ASV.178	51	18	1
ASV.179	139	17	2
ASV.180	34	17	2
ASV.181	284	17	1
ASV.182	88	17	3
ASV.183	95	17	2
ASV.184	142	17	2
ASV.185	158	17	1
ASV.186	52	17	2
ASV.187	116	17	2
ASV.188	71	17	2
ASV.189	55	17	1
ASV.190	306	16	1
ASV.191	190	16	2
ASV.192	131	16	2
ASV.193	33	16	1
ASV.194	62	16	2
ASV.195	107	16	1
ASV.196	256	16	1
ASV.197	138	16	1
ASV.198	54	15	1
ASV.199	55	15	3
ASV.201	40	15	1
ASV.202	87	15	3
ASV.204	49	15	2
ASV.205	50	15	1
ASV.206	76	15	1
ASV.207	61	14	2
ASV.208	45	14	2
ASV.209	119	14	1
ASV.210	269	14	1
ASV.211	87	14	1
ASV.212	70	14	2
ASV.213	68	14	2
ASV.214	89	14	2
ASV.215	61	14	2
ASV.216	223	14	1
ASV.217	87	14	1
ASV.218	170	14	1
ASV.221	156	13	1
ASV.222	340	13	1
ASV.223	230	13	1
ASV.224	111	13	1
ASV.225	158	13	1
ASV.226	76	13	1
ASV.227	49	13	1
ASV.228	188	13	1
ASV.229	106	13	1
ASV.230	108	12	2
ASV.231	111	12	1
ASV.233	64	12	2
ASV.235	36	12	1
ASV.236	33	12	1
ASV.237	55	12	2
ASV.238	61	12	2
ASV.239	149	12	1
ASV.240	223	12	1
ASV.242	79	12	1
ASV.243	188	12	1
ASV.244	97	12	1
ASV.245	91	12	1
ASV.247	139	12	1
ASV.248	149	12	1
ASV.250	37	11	2
ASV.251	235	11	1
ASV.252	99	11	1
ASV.253	132	11	1
ASV.254	110	11	1
ASV.255	181	11	1
ASV.256	49	11	2
ASV.257	97	11	2
ASV.258	66	11	1
ASV.259	49	11	1
ASV.260	40	11	2
ASV.262	49	11	2
ASV.263	197	11	1
ASV.267	45	11	1
ASV.268	142	10	1
ASV.269	63	10	2
ASV.270	100	10	1
ASV.271	105	10	1
ASV.272	228	10	1
ASV.273	66	10	2
ASV.274	167	10	1
ASV.275	81	10	1
ASV.276	185	10	2
ASV.277	53	10	2
ASV.278	65	10	2
ASV.279	262	10	1
ASV.280	97	10	1
ASV.282	227	10	1
ASV.283	52	10	1
ASV.284	109	10	1
ASV.285	55	10	1
ASV.286	82	10	1
ASV.287	127	9	1
ASV.289	66	9	1
ASV.290	113	9	1
ASV.291	228	9	1
ASV.292	68	9	2
ASV.294	165	9	1
ASV.295	49	9	1
ASV.297	71	9	1
ASV.298	60	9	1
ASV.299	99	9	2
ASV.300	65	9	1
ASV.301	51	9	2
ASV.302	84	9	2
ASV.303	36	9	1
ASV.304	69	9	1
ASV.305	80	9	2
ASV.306	183	9	1
ASV.307	102	9	2
ASV.308	105	9	1
ASV.309	118	9	1
ASV.310	115	9	1
ASV.311	147	9	1
ASV.312	107	9	1
ASV.313	100	9	1
ASV.314	46	8	1
ASV.315	325	8	1
ASV.316	62	8	2
ASV.317	125	8	1
ASV.318	73	8	2
ASV.319	171	8	1
ASV.320	65	8	2
ASV.321	63	8	1
ASV.322	107	8	1
ASV.323	205	8	1
ASV.324	62	8	1
ASV.325	37	8	1
ASV.326	100	8	1
ASV.327	103	8	1
ASV.328	46	8	1
ASV.329	113	8	1
ASV.330	41	8	1
ASV.331	106	8	1
ASV.332	98	8	2
ASV.333	68	8	1
ASV.334	108	8	1
ASV.336	175	8	1
ASV.337	92	8	1
ASV.338	121	8	1
ASV.339	102	8	1
ASV.340	199	8	1
ASV.341	155	8	1
ASV.342	93	8	1
ASV.343	127	7	1
ASV.344	160	7	1
ASV.345	43	7	1
ASV.346	93	7	1
ASV.347	53	7	1
ASV.348	130	7	1
ASV.349	65	7	1
ASV.350	74	7	1
ASV.351	196	7	1
ASV.352	125	7	1
ASV.353	126	7	1
ASV.354	88	7	2
ASV.355	109	7	2
ASV.356	39	7	1
ASV.357	65	7	1
ASV.358	192	7	1
ASV.359	56	7	1
ASV.360	76	7	1
ASV.361	235	7	1
ASV.362	107	7	1
ASV.363	158	7	1
ASV.364	78	7	1
ASV.365	60	7	1
ASV.366	91	7	1
ASV.367	58	7	1
ASV.368	94	7	2
ASV.369	63	7	1
ASV.370	87	7	1
ASV.371	61	7	1
ASV.372	97	7	1
ASV.373	73	7	1
ASV.374	106	7	2
ASV.375	106	7	1
ASV.376	110	7	1
ASV.377	47	7	2
ASV.378	121	7	1
ASV.379	79	7	1
ASV.380	181	7	1
ASV.381	45	7	1
ASV.382	106	7	1
ASV.383	106	7	1
ASV.384	72	7	1
ASV.385	91	7	1
ASV.386	55	7	1
ASV.387	181	7	1
ASV.388	89	7	1
ASV.389	87	6	1
ASV.390	105	6	1
ASV.391	84	6	2
ASV.392	162	6	1
ASV.393	71	6	1
ASV.394	80	6	1
ASV.395	161	6	1
ASV.396	52	6	1
ASV.397	94	6	1
ASV.398	60	6	1
ASV.400	282	6	1
ASV.401	77	6	1
ASV.402	225	6	1
ASV.403	80	6	1
ASV.404	83	6	1
ASV.405	60	6	1
ASV.406	101	6	1
ASV.407	50	6	1
ASV.408	150	6	1
ASV.409	112	6	1
ASV.410	88	6	1
ASV.411	259	6	1
ASV.412	216	6	1
ASV.414	139	6	1
ASV.415	168	6	1
ASV.416	106	6	1
ASV.417	68	6	1
ASV.418	100	6	1
ASV.419	80	6	1
ASV.420	53	6	1
ASV.421	58	6	1
ASV.422	64	6	1
ASV.424	148	6	1
ASV.425	112	6	1
ASV.426	28	6	1
ASV.427	259	6	1
ASV.428	59	6	1
ASV.429	67	6	1
ASV.430	112	6	1
ASV.431	209	6	1
ASV.432	106	6	1
ASV.434	67	6	1
ASV.435	91	6	1
ASV.436	56	6	1
ASV.437	65	6	1
ASV.438	125	6	1
ASV.439	175	6	1
ASV.440	170	6	1
ASV.441	152	6	1
ASV.442	150	6	1
ASV.443	42	6	1
ASV.445	78	6	1
ASV.446	140	6	1
ASV.447	142	6	1
ASV.448	76	6	1
ASV.449	85	6	1
ASV.450	133	6	1
ASV.451	37	6	1
ASV.452	49	6	1
ASV.453	93	6	1
ASV.454	294	6	1
ASV.455	148	6	1
ASV.456	50	5	1
ASV.457	138	5	1
ASV.458	78	5	1
ASV.459	77	5	1
ASV.460	95	5	2
ASV.461	138	5	1
ASV.462	193	5	1
ASV.463	51	5	1
ASV.464	51	5	1
ASV.465	158	5	1
ASV.466	207	5	1
ASV.468	168	5	1
ASV.469	198	5	1
ASV.470	94	5	1
ASV.471	165	5	1
ASV.472	54	5	1
ASV.473	184	5	1
ASV.474	169	5	1
ASV.475	167	5	1
ASV.476	107	5	1
ASV.477	109	5	1
ASV.478	156	5	1
ASV.479	200	5	1
ASV.480	51	5	1
ASV.481	128	5	1
ASV.482	103	5	1
ASV.483	88	5	1
ASV.484	41	5	1
ASV.486	79	5	2
ASV.488	222	5	1
ASV.489	125	5	1
ASV.491	151	5	1
ASV.492	124	5	1
ASV.494	36	5	1
ASV.495	128	5	1
ASV.496	109	5	1
ASV.497	33	5	1
ASV.498	77	5	1
ASV.499	84	5	1
ASV.500	73	5	1
ASV.502	62	5	1
ASV.503	281	5	1
ASV.504	143	5	1
ASV.505	83	5	1
ASV.506	109	5	1
ASV.507	49	5	1
ASV.508	45	5	1
ASV.509	69	5	1
ASV.510	62	5	1
ASV.511	84	5	1
ASV.513	130	5	1
ASV.514	57	5	1
ASV.515	88	5	1
ASV.516	67	5	1
ASV.517	112	5	1
ASV.518	57	5	1
ASV.519	121	5	1
ASV.520	140	5	1
ASV.521	74	5	1
ASV.522	123	5	1
ASV.523	85	5	1
ASV.524	166	5	1
ASV.525	116	5	1
ASV.526	61	5	1
ASV.527	79	5	1
ASV.528	65	5	1
ASV.529	46	5	1
ASV.530	62	5	1
ASV.531	100	5	1
ASV.532	67	5	1
ASV.533	58	4	1
ASV.534	187	4	1
ASV.535	69	4	1
ASV.536	73	4	1
ASV.537	56	4	1
ASV.538	107	4	1
ASV.539	88	4	1
ASV.540	89	4	1
ASV.541	64	4	1
ASV.542	64	4	1
ASV.543	40	4	1
ASV.544	43	4	1
ASV.545	79	4	1
ASV.546	76	4	1
ASV.547	58	4	1
ASV.548	77	4	1
ASV.549	87	4	1
ASV.550	109	4	1
ASV.551	147	4	1
ASV.552	76	4	1
ASV.553	88	4	1
ASV.554	242	4	1
ASV.555	117	4	1
ASV.556	82	4	1
ASV.557	50	4	1
ASV.558	45	4	1
ASV.559	155	4	1
ASV.560	88	4	1
ASV.562	70	4	1
ASV.563	87	4	1
ASV.564	60	4	1
ASV.565	73	4	1
ASV.566	58	4	1
ASV.567	88	4	1
ASV.568	65	4	1
ASV.569	52	4	1
ASV.571	79	4	1
ASV.572	45	4	1
ASV.573	88	4	1
ASV.574	128	4	1
ASV.575	316	4	1
