asvLen	totReads	numSamps
ASV.1	325	57307	3
ASV.2	328	13049	3
ASV.3	328	10982	3
ASV.4	325	9475	2
ASV.5	328	8235	3
ASV.6	328	6127	2
ASV.7	328	1521	3
ASV.8	153	1180	3
ASV.11	109	812	3
ASV.13	24	759	3
ASV.14	322	746	2
ASV.15	21	708	3
ASV.16	325	653	2
ASV.18	42	476	2
ASV.19	93	397	3
ASV.20	24	354	2
ASV.21	282	329	3
ASV.22	121	274	3
ASV.23	91	239	2
ASV.24	325	222	3
ASV.25	80	222	3
ASV.26	91	197	2
ASV.27	153	184	1
ASV.28	109	183	3
ASV.29	137	167	3
ASV.30	148	166	3
ASV.31	118	163	3
ASV.32	255	162	2
ASV.33	66	159	3
ASV.34	328	156	1
ASV.35	91	134	3
ASV.36	54	124	3
ASV.38	164	120	2
ASV.39	43	113	1
ASV.40	23	109	2
ASV.41	76	106	3
ASV.42	322	99	1
ASV.44	91	82	2
ASV.46	59	70	3
ASV.48	28	67	2
ASV.49	109	67	2
ASV.51	42	61	1
ASV.52	84	60	2
ASV.53	91	60	2
ASV.54	149	58	2
ASV.56	131	57	2
ASV.57	110	56	3
ASV.58	335	53	1
ASV.59	283	51	3
ASV.61	25	46	2
ASV.62	340	43	1
ASV.63	37	41	2
ASV.64	113	40	3
ASV.66	130	39	2
ASV.67	201	39	1
ASV.69	91	38	2
ASV.70	148	37	2
ASV.71	167	34	1
ASV.72	30	34	2
ASV.73	31	34	2
ASV.75	131	32	3
ASV.76	52	31	3
ASV.78	51	29	2
ASV.79	198	29	1
ASV.80	322	29	1
ASV.81	186	28	1
ASV.83	186	26	1
ASV.84	111	25	1
ASV.85	138	24	3
ASV.86	105	24	2
ASV.87	202	24	1
ASV.88	95	23	1
ASV.89	83	22	2
ASV.91	77	22	1
ASV.93	231	20	1
ASV.94	284	20	1
ASV.95	121	19	2
ASV.96	126	19	2
ASV.97	57	18	1
ASV.98	201	18	1
ASV.99	93	18	2
ASV.100	35	17	3
ASV.101	328	17	1
ASV.102	169	15	2
ASV.104	105	15	1
ASV.105	34	15	1
ASV.106	115	15	2
ASV.107	195	15	1
ASV.108	94	15	1
ASV.109	119	14	2
ASV.110	65	14	2
ASV.111	42	14	2
ASV.112	68	14	1
ASV.113	66	14	1
ASV.115	33	14	1
ASV.116	100	14	1
ASV.117	186	13	1
ASV.118	111	13	1
ASV.121	70	12	1
ASV.122	169	12	1
ASV.123	76	12	1
ASV.124	136	12	1
ASV.125	184	12	1
ASV.126	49	12	1
ASV.127	64	11	1
ASV.128	87	11	2
ASV.129	89	11	2
