#Source	Type	SizeFrac	SampName
RawFastqs/SRR6834172_R1.fastq.gz	DNA	Frac_0.2	SRR6834172
RawFastqs/SRR6834172_R2.fastq.gz	DNA	Frac_0.2	SRR6834172
RawFastqs/SRR6834173_R1.fastq.gz	DNA	Frac_0.2	SRR6834173
RawFastqs/SRR6834173_R2.fastq.gz	DNA	Frac_0.2	SRR6834173
RawFastqs/SRR6834174_R1.fastq.gz	DNA	Frac_0.2	SRR6834174
RawFastqs/SRR6834174_R2.fastq.gz	DNA	Frac_0.2	SRR6834174
RawFastqs/SRR6834175_R1.fastq.gz	DNA	Frac_0.2	SRR6834175
RawFastqs/SRR6834175_R2.fastq.gz	DNA	Frac_0.2	SRR6834175
RawFastqs/SRR6834176_R1.fastq.gz	DNA	Frac_0.2	SRR6834176
RawFastqs/SRR6834176_R2.fastq.gz	DNA	Frac_0.2	SRR6834176
RawFastqs/SRR6834177_R1.fastq.gz	DNA	Frac_0.2	SRR6834177
RawFastqs/SRR6834177_R2.fastq.gz	DNA	Frac_0.2	SRR6834177
RawFastqs/SRR6834178_R1.fastq.gz	DNA	Frac_0.2	SRR6834178
RawFastqs/SRR6834178_R2.fastq.gz	DNA	Frac_0.2	SRR6834178
RawFastqs/SRR6834179_R1.fastq.gz	DNA	Frac_0.2	SRR6834179
RawFastqs/SRR6834179_R2.fastq.gz	DNA	Frac_0.2	SRR6834179
RawFastqs/SRR6834180_R1.fastq.gz	DNA	Frac_0.2	SRR6834180
RawFastqs/SRR6834180_R2.fastq.gz	DNA	Frac_0.2	SRR6834180
RawFastqs/SRR6834181_R1.fastq.gz	DNA	Frac_0.2	SRR6834181
RawFastqs/SRR6834181_R2.fastq.gz	DNA	Frac_0.2	SRR6834181
RawFastqs/SRR6834182_R1.fastq.gz	DNA	Frac_0.2	SRR6834182
RawFastqs/SRR6834182_R2.fastq.gz	DNA	Frac_0.2	SRR6834182
RawFastqs/SRR6834183_R1.fastq.gz	DNA	Frac_0.2	SRR6834183
RawFastqs/SRR6834183_R2.fastq.gz	DNA	Frac_0.2	SRR6834183
RawFastqs/SRR6834184_R1.fastq.gz	DNA	Frac_0.2	SRR6834184
RawFastqs/SRR6834184_R2.fastq.gz	DNA	Frac_0.2	SRR6834184
RawFastqs/SRR6834185_R1.fastq.gz	DNA	Frac_0.2	SRR6834185
RawFastqs/SRR6834185_R2.fastq.gz	DNA	Frac_0.2	SRR6834185
RawFastqs/SRR6834186_R1.fastq.gz	DNA	Frac_0.2	SRR6834186
RawFastqs/SRR6834186_R2.fastq.gz	DNA	Frac_0.2	SRR6834186
RawFastqs/SRR6834187_R1.fastq.gz	DNA	Frac_0.2	SRR6834187
RawFastqs/SRR6834187_R2.fastq.gz	DNA	Frac_0.2	SRR6834187
RawFastqs/SRR6834188_R1.fastq.gz	DNA	Frac_0.2	SRR6834188
RawFastqs/SRR6834188_R2.fastq.gz	DNA	Frac_0.2	SRR6834188
RawFastqs/SRR6834189_R1.fastq.gz	DNA	Frac_0.2	SRR6834189
RawFastqs/SRR6834189_R2.fastq.gz	DNA	Frac_0.2	SRR6834189
