Turk001-60663	Turk002-60836	Turk003-64283	Turk004-61107	Turk005-61293	Turk006-61492	Turk007-61980	Turk010-60665	Turk011-60838	Turk012-64287	Turk013-61115	Turk014-61297	Turk015-61600	Turk016-62051	Turk019-60667	Turk020-60875	Turk021-64291	Turk022-61155	Turk023-61301	Turk024-61604	Turk025-62059	Turk028-60690	Turk029-60883	Turk030-64295	Turk031-61159	Turk032-61380	Turk033-61837	Turk034-64519	Turk037-60692	Turk038-60909	Turk039-61091	Turk040-61167	Turk041-61388	Turk042-61845	Turk043-64524	Turk045-64121	Turk046-60917	Turk047-61099	Turk048-61197	Turk049-61424	Turk050-61868	Turk051-64631	Turk053-64125	Turk054-64160	Turk055-61107	Turk056-61198	Turk057-61432	Turk058-61876	Turk059-64634	Turk061-64126	Turk062-64275	Turk063-61115	Turk064-61199	Turk065-61484	Turk066-61972	Turk067-64223
ASV.121	0	0	24	10	68	0	144	0	0	0	0	0	146	23	0	0	18	31	3	0	62	0	0	25	0	55	40	26	0	0	10	0	0	0	26	0	0	0	14	52	0	30	0	0	0	0	0	0	26	0	20	0	0	197	37	0
ASV.124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.125	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	135	67	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182
ASV.126	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.129	0	962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.130	0	129	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	73	16	0	0	0	0	0	217	10	0	0	0	0	0	73	9	0	0	0	0	0	15	0	0	0	0	0	0	223	0	0	0	0	0	3
ASV.131	0	0	0	58	97	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	150	257	0	0	0	0	0	0	0	0	0	0	0	73	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.133	0	15	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
ASV.136	0	0	0	0	0	67	25	0	0	21	15	108	0	0	0	0	0	0	11	153	60	0	0	0	0	0	0	0	0	0	0	25	47	117	0	0	0	13	0	0	0	0	0	42	0	0	27	97	18	0	0	0	22	0	12	0
ASV.139	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	165	0	0	0	0	0	0	31
ASV.141	0	0	0	0	0	49	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	202	0	0	0	0	71	0	0	0	0	0	70	0	0	0	0	58	0	0	0	45	0	0	0
ASV.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	43	0	0	0	0	0	113	0	0	0	0	0	0	361	0	0	0	0	0	0
ASV.143	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.144	826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.146	0	0	107	66	87	0	0	0	0	0	0	0	0	48	0	0	0	165	0	0	0	0	0	94	0	123	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
ASV.147	0	274	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	50	0	0	0	0	0	0	34	37	0	0	0	0	0	6	0	0	0	0	15	0	11	0	0	0	0	0	0
ASV.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	271	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0
ASV.153	0	0	0	0	0	53	0	0	0	0	8	106	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	101	37	0	0	0	0	0	0	0	0	0	0	40	0	0	35	0	0	0	0	0	52	0	0	0
ASV.156	0	0	41	41	58	0	0	0	0	0	0	0	0	31	0	0	34	51	0	0	60	0	0	57	0	16	0	44	0	0	0	0	21	0	35	0	0	0	0	45	0	76	0	0	0	0	0	0	0	0	0	0	0	41	106	0
ASV.157	0	0	182	0	93	0	0	0	0	0	0	0	0	0	0	0	54	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	403	179	0
ASV.159	0	0	113	25	164	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0
ASV.161	0	0	0	0	258	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.162	0	0	0	0	0	0	0	0	0	54	21	0	0	3	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	93	0	0	0	0	0	17	0	0	53	0	97	18	0	0	66	0	0	0
ASV.163	0	0	0	0	0	0	60	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	485	0	0	6	0	0	0	0	0	0	0	0	0
ASV.164	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	155	126	0	0	0	0	0	0	9	0	0	0	0	35	0	153	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0
ASV.165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	263	0	0	0	0	0	0
ASV.166	0	25	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	237	23	0	0	0	0	0	153	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	14	0	60	0	0	0	0	0	0
ASV.167	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	0
ASV.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	18	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	307	0	0	0	0	0	0
ASV.169	0	0	0	0	0	75	22	0	0	22	15	72	0	0	0	0	0	0	0	28	0	0	22	0	0	0	0	0	0	0	0	41	35	28	0	0	50	20	0	0	0	0	0	95	0	0	96	6	42	0	0	0	22	0	17	0
ASV.171	0	0	0	0	0	0	0	0	179	0	15	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	143	0	0	0	0	0	0	73	0	0	32	0	0	0	0	0	38	0	0	9
ASV.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	536	0	0	0	0	0	0
ASV.173	0	15	40	0	0	0	0	0	407	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	58	0	30	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.175	0	0	0	0	116	0	0	0	0	0	0	131	0	0	0	0	0	107	0	0	0	0	0	0	0	79	0	0	0	0	0	177	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.176	0	0	0	0	0	67	0	0	0	35	16	29	0	0	0	0	0	0	0	0	5	23	55	0	0	0	0	0	0	0	0	7	26	0	0	0	10	16	0	0	0	0	19	44	0	0	46	181	14	78	0	0	0	0	0	0
ASV.177	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	58	0	0	0	29	0	0	0	0	0	0	58	0	0	0	0	160	100	0	0	0	0	0	0	0	0	0	0	0	0	43	90	0
ASV.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.180	0	0	0	0	0	0	0	0	0	0	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.186	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581
ASV.187	0	0	50	28	0	96	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	189	0	0	0	49	0	0	0	0	0	39	0	0	0	0	37	0	0	26	0	0	0	0	0
ASV.189	0	243	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.193	0	0	9	0	0	0	45	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	26	0
ASV.194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	159	0	0	0	0	0	0
ASV.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0
ASV.203	0	69	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	53	0	0	0	0	0	0	194	0	0	0	0	0	0	22	0	0	0	0	0	0	113	0	0	0	0	0	0
ASV.205	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	13	153	0	0	0	0	0	26	25	0	0	0	0	0	53	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
ASV.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	55	0	0	0	0	0	150	0	0	0	0	0	183	40	0
ASV.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0
ASV.210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0
ASV.211	0	0	0	0	0	0	0	0	0	55	30	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	50	0	0	0	0	0	0	0	0	0	119	0	0	105	33	0	0	0	0	49	0	0	0
ASV.212	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	56	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	31	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	141	0	164	0	0	0	0	0	0
ASV.214	0	106	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.217	0	0	0	0	72	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.220	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	188	0	0	0	0	116
ASV.224	0	0	0	0	136	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.228	0	11	0	4	0	10	0	0	0	4	8	27	0	0	0	0	0	6	21	31	0	0	22	0	0	0	0	0	66	0	0	0	0	20	0	103	10	0	0	0	0	0	8	21	0	0	10	39	9	11	14	0	0	0	21	0
ASV.229	0	0	42	0	0	0	68	0	0	0	0	0	0	22	0	0	31	0	0	0	22	0	0	17	0	0	47	34	0	0	0	0	0	0	20	0	0	0	0	0	8	16	0	0	0	0	0	0	40	0	38	0	0	0	70	0
ASV.230	0	107	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.232	0	0	0	0	0	55	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	47	0	0	0	0	54	0	0	0	0	0	80	0	0	23	28	35	0	0	0	37	0	0	0
ASV.233	0	0	17	0	10	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	9	15	10	0	0	50	0	0	0	8	0	0	0	0	14	17	0	0	0	0	0	0	0	0	0	5	0	0	82	206	0
ASV.234	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0
ASV.235	0	125	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.237	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	196
ASV.238	0	0	30	3	10	0	61	0	0	0	0	0	44	0	0	0	0	0	0	18	80	0	0	0	0	0	19	0	0	0	8	0	0	0	27	0	0	0	55	0	8	0	10	0	0	0	0	0	76	0	0	0	0	0	0	0
ASV.239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	139	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
ASV.240	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.244	0	0	0	0	40	0	0	0	0	0	0	0	294	0	0	0	8	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.246	0	49	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	230	0	0	0	0	0	0	11	0	0	0	0	0	0	48	0	0	0	0	0	0	36	0	0	0	0	0	0
ASV.247	0	0	0	0	0	45	25	0	0	33	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	75	0	0	0	0	0	52	0	0	30	53	25	0	0	0	7	0	0	0
ASV.248	0	121	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.249	0	24	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	24	0	0	0	0	0	262	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	37	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	10	0	0	0	0	0	0	138	0	0	0	0	0	0
ASV.255	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.256	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	242	0	0	0	0	0	0
ASV.260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0
ASV.261	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	48	0	0	0	0	0	0
ASV.265	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	13	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.266	0	29	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	11	0	0	0	0	0	0	17	0	0	0	0	0	0	142	0	0	0	0	0	0
ASV.267	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.268	0	54	0	0	0	0	0	0	50	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	22	19	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
ASV.271	0	0	0	0	14	0	71	0	0	0	0	0	0	0	0	0	0	4	0	0	61	0	0	3	0	8	0	17	0	0	0	0	0	0	19	0	0	0	0	31	0	23	0	0	0	0	0	0	38	0	0	0	0	20	40	0
ASV.272	0	0	0	0	0	22	0	0	0	0	117	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.273	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	78	0	0	0	0	0	0
ASV.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.277	0	0	0	0	0	0	14	0	0	50	19	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	11	0	0	0	0	0	176	0	0	0	0	17	0	0	0	2	0	9	0
ASV.278	0	0	0	0	80	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	128	29	0	0	0	0	0	0	0	0	0	0	0	92	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.279	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.280	0	76	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	14	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0
ASV.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	230	0	0	0	0	0	0
ASV.283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	141	0	0	0	0	0	0
ASV.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	173	73	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0
ASV.285	0	0	0	0	0	67	32	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	45	0	0	0	0	0	6	0	0	17	0	73	0	0	0	27	0	0	0
ASV.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.287	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.288	0	0	0	0	0	14	0	0	0	0	15	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	16	10	0	0	0	34	0	0	0	0	0	89	0	0	0	0	7	0	0	0	0	0	0	0
ASV.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	16	4	0	0	0	0	0	10	0	0	0	0	0	0
ASV.290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	196	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0
ASV.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.293	0	0	0	0	0	22	0	0	0	62	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	55	0	0	0	0	0	85	0	0	0	0	18	0	0	0	24	0	0	0
ASV.294	0	21	21	0	0	0	13	0	19	0	0	0	27	0	0	4	6	7	10	4	0	3	2	0	0	0	0	0	52	0	0	0	5	0	7	9	12	4	0	12	0	9	0	8	0	0	0	8	0	11	15	0	0	0	11	10
